sample	variant_group	proportion	mean	std_error
Mixture01	A.23.1	0.0013417597514518108	0.0012468896819713435	0.0006337146826913898
Mixture01	AV.1	0.002284253845369445	0.002327336845283579	0.0007891099748382961
Mixture01	Alpha_B.1.1.7	0.030976549600801595	0.030958968608164283	0.003989227996492475
Mixture01	B.1	8.940186580164677e-08	0.0005654566750832946	0.004394929896747287
Mixture01	B.1.1	0.04575127766486487	0.04675879341296599	0.022766498202792754
Mixture01	B.1.1.318	0.0037061512477027272	0.003675086189247786	0.00210370195764212
Mixture01	B.1.177	0.0021363980267375474	0.00213459024552283	0.001032505316505256
Mixture01	B.1.617.3	0.006857891206239621	0.007109255532146217	0.003697168785485216
Mixture01	B.1.623	0.0023361992979165874	0.0024160027892813876	0.0009152055754633278
Mixture01	Beta_B.1.351	0	0.0	0.0
Mixture01	Delta_B.1.617.2	0.00930331620046655	0.00902892128190772	0.0021569229606948808
Mixture01	Epsilon_B.1.427_429	0.0013631670453045463	0.0013361676063307723	0.001348505687326506
Mixture01	Eta_B.1.525	0.0014407758665214926	0.0013635527662074003	0.0006380845814418687
Mixture01	Gamma_P.1	0.04201401185671063	0.04205411013452386	0.002892546127204676
Mixture01	Iota_B.1.526	0.04823505780038002	0.04878221488647147	0.008055778542830249
Mixture01	Kappa_B.1.617.1	0.0013302513480222026	0.0013656987116711285	0.0006074289823688938
Mixture01	Lambda_C.37	0	0.0	0.0
Mixture01	Mu_B.1.621	0.005656212061074434	0.005798367688591919	0.0013340190549600433
Mixture01	Omicron_BA.1	0.12968222602694582	0.12775810010548597	0.00624801841796703
Mixture01	Omicron_BA.2	0.006869613002967776	0.01652225001662139	0.020779691093216653
Mixture01	Omicron_BA.2.12.1	0.09899395982004355	0.09735040365383911	0.013292299127623423
Mixture01	Omicron_BA.3	0	3.7880134990599795e-13	3.76902584315497e-12
Mixture01	Omicron_BA.4	0.24077824755634553	0.23331241057138263	0.02198506062997254
Mixture01	Omicron_BA.5	0.0345486633949828	0.0352723124369476	0.008313451499647136
Mixture01	Theta_P.3	0.00039835659744528513	0.0003514464163884456	0.0003294868973729242
Mixture01	Zeta_P.2	0.13381629901729467	0.13421540429231688	0.015189688946402264
Mixture02	A.23.1	0	1.2643534862627349e-12	1.2580158348933802e-11
Mixture02	AV.1	0.00473363814613627	0.004875293948355509	0.001267718216681497
Mixture02	Alpha_B.1.1.7	0.22044099910333367	0.2206667652227553	0.00616737722825517
Mixture02	B.1	6.190246042129686e-08	0.002604492417307315	0.007202781190981836
Mixture02	B.1.1	6.571156511914912e-08	0.0018827719983718853	0.006812506228941738
Mixture02	B.1.1.318	0	1.2846404574556826e-09	2.5817116104987793e-09
Mixture02	B.1.177	0.0035499708372000714	0.00351626885287204	0.0014175600618332364
Mixture02	B.1.617.3	0.009009425811581474	0.00875157585396695	0.0062749625439301755
Mixture02	B.1.623	0.0019673500012898156	0.001878499550893783	0.0008159348955965546
Mixture02	Beta_B.1.351	4.0405601152644155e-09	5.939228306814335e-09	3.952801179362739e-09
Mixture02	Delta_B.1.617.2	0.029718090550255233	0.029263752752987208	0.003234325436623851
Mixture02	Epsilon_B.1.427_429	0	4.706397971529653e-10	7.797725800727841e-10
Mixture02	Eta_B.1.525	0.0026947484141954733	0.0027681082543842862	0.0008456911982052417
Mixture02	Gamma_P.1	0.0636021166193572	0.06317196478683447	0.005095444794034961
Mixture02	Iota_B.1.526	0.09039231450452202	0.0884523171928344	0.01024807489899156
Mixture02	Kappa_B.1.617.1	5.609496720400573e-10	1.593716128754657e-09	1.7311307536636043e-09
Mixture02	Lambda_C.37	0	0.0	0.0
Mixture02	Mu_B.1.621	0.00097297009819598	0.000959324590203702	0.0005274963398963158
Mixture02	Omicron_BA.1	0.03665386318360831	0.036796636887540375	0.0028822875418375066
Mixture02	Omicron_BA.2	0	7.800992043348865e-10	3.127998372562907e-09
Mixture02	Omicron_BA.2.12.1	0	8.139103729874905e-10	1.8721250701008358e-09
Mixture02	Omicron_BA.3	1.228581346805978e-09	3.5633456165329598e-09	3.775609002455078e-09
Mixture02	Omicron_BA.4	0.0018708771430076068	0.0016476677238464557	0.0016447129972525245
Mixture02	Omicron_BA.5	0.002342700710022626	0.002696235204563604	0.002141660389944633
Mixture02	Theta_P.3	0.0005952674202666933	0.0006341957168848015	0.00041762127329488126
Mixture02	Zeta_P.2	0.16589409882733053	0.16497832008768992	0.0142187538860345
Mixture03	A.23.1	0.0015237429383894534	0.0014393668823114974	0.0005591391960683862
Mixture03	AV.1	0.0020137735447323083	0.0020277022174066193	0.0006989243563202426
Mixture03	Alpha_B.1.1.7	0.0035418763061286977	0.0034922655789408077	0.0008501889776612654
Mixture03	B.1	0	2.961276169769357e-11	2.647347365628407e-10
Mixture03	B.1.1	0	2.290088636837615e-11	2.191616779186813e-10
Mixture03	B.1.1.318	0	6.162086875310223e-12	5.709328970101208e-11
Mixture03	B.1.177	0.0007072023589414882	0.0007502712129195051	0.0004825432983602381
Mixture03	B.1.617.3	0.0004013839452901458	0.00038281470505924085	0.00038265014921942957
Mixture03	B.1.623	0.0012445347849906934	0.0012418659960817266	0.0006773149813692697
Mixture03	Beta_B.1.351	0	5.452748400967545e-13	3.818483778243551e-12
Mixture03	Delta_B.1.617.2	0.0002600888316578773	0.0002809425489686067	0.00025918854231285845
Mixture03	Epsilon_B.1.427_429	0	0.0001583856030965625	0.0003172589494299049
Mixture03	Eta_B.1.525	0.003740050634704461	0.003604617201156166	0.0008575120710430314
Mixture03	Gamma_P.1	0.0006856008688986368	0.0006522662355957716	0.00048039657515373693
Mixture03	Iota_B.1.526	0	2.887638904308076e-11	2.4462967256252524e-10
Mixture03	Kappa_B.1.617.1	0.0006970249768969293	0.0005899853136098848	0.0004112292796787734
Mixture03	Lambda_C.37	0.0025771265311877126	0.00254645661602668	0.0008074340568327991
Mixture03	Mu_B.1.621	0.0007887805720824022	0.0007662365269283419	0.00048338804295844525
Mixture03	Omicron_BA.1	0	9.95268190746996e-12	8.747534255139992e-11
Mixture03	Omicron_BA.2	0.15403257264786085	0.14827158823025638	0.043490413383048106
Mixture03	Omicron_BA.2.12.1	0.22746806752743126	0.23036701803424353	0.029468896805646204
Mixture03	Omicron_BA.3	5.368925338725128e-10	3.965793855272785e-10	4.6478576709341195e-10
Mixture03	Omicron_BA.4	0.24192009939975287	0.24390969891012015	0.03173915235641915
Mixture03	Omicron_BA.5	0.3563609303135502	0.3572136730609873	0.015112839424145964
Mixture03	Theta_P.3	0	4.067347305535659e-11	2.654885209264643e-10
Mixture03	Zeta_P.2	0.002037224595518787	0.0022775138087443745	0.001076141616481436
Mixture04	A.23.1	0.0007679654940372484	0.0006797177867267051	0.0005104151476450414
Mixture04	AV.1	0.0017751053805228532	0.0019032947951575624	0.000883289377674208
Mixture04	Alpha_B.1.1.7	0.036993448761872515	0.03663852505170929	0.0038498190558833786
Mixture04	B.1	4.5175847534616486e-08	0.00018031944129542673	0.0013464448782962008
Mixture04	B.1.1	7.290300450719002e-08	0.0013594733134425416	0.004803214383195483
Mixture04	B.1.1.318	0.0012870995947168427	0.0013213841006386162	0.0010482550949313621
Mixture04	B.1.177	0.0003532990300953098	0.0003659968308807722	0.000349617051567547
Mixture04	B.1.617.3	0.0013636132305536236	0.0012771492266839483	0.0008377698732237268
Mixture04	B.1.623	0.00019494697748044558	0.00030239907006193793	0.0004268265117007956
Mixture04	Beta_B.1.351	5.667247622520428e-09	3.4156217309626454e-09	2.2853280404192304e-09
Mixture04	Delta_B.1.617.2	0.0014876372371458218	0.0014991592697871526	0.0005910983518696085
Mixture04	Epsilon_B.1.427_429	0.0030113288896749606	0.003263791410485732	0.003027449900974411
Mixture04	Eta_B.1.525	0.004652457216126621	0.0044439280286021334	0.001062964842104483
Mixture04	Gamma_P.1	0.14926317927946944	0.14811317338006824	0.007300343770087535
Mixture04	Iota_B.1.526	0.10011762612105564	0.10035211451585856	0.01124815412811712
Mixture04	Kappa_B.1.617.1	0.0005829993015722868	0.0005953185558284811	0.0004048971841611646
Mixture04	Lambda_C.37	0	0.0	0.0
Mixture04	Mu_B.1.621	0.0024896268191389286	0.002495681410213348	0.0008488783866595192
Mixture04	Omicron_BA.1	0.09939003495395476	0.10044593559699974	0.006251003799715188
Mixture04	Omicron_BA.2	0.28010322654727465	0.2773007626452027	0.012785633920554209
Mixture04	Omicron_BA.2.12.1	6.947000040079908e-09	4.034040380380985e-09	2.236233630623045e-09
Mixture04	Omicron_BA.3	2.779424516463695e-08	1.9256221704291585e-08	1.7096073386489963e-08
Mixture04	Omicron_BA.4	0.01306570623828205	0.01396521794444326	0.009812120839338839
Mixture04	Omicron_BA.5	0.014797831302494343	0.015461314628501942	0.00855163697980119
Mixture04	Theta_P.3	0	1.7515002961535652e-13	1.7427207907613216e-12
Mixture04	Zeta_P.2	0.11628295684612672	0.11734955633072414	0.012208335514244844
Mixture05	A.23.1	0.0008170617092238838	0.0007905607137969284	0.0005029239973359284
Mixture05	AV.1	0.004768112877337771	0.004820540780551918	0.0011488161204899175
Mixture05	Alpha_B.1.1.7	0.0006305720328751549	0.0006683937064159693	0.0004392443220278589
Mixture05	B.1	6.726553084450189e-10	2.479325144906255e-09	2.649479618184948e-09
Mixture05	B.1.1	8.612405884676267e-10	3.2993478810535074e-09	3.3811246084667447e-09
Mixture05	B.1.1.318	0.0008706251486668281	0.0009680324487747238	0.0005208174681176803
Mixture05	B.1.177	0.000821741889659735	0.0008268950419671073	0.0006886271949699981
Mixture05	B.1.617.3	0.0007597706003929499	0.0008063243296124867	0.0007429212828914296
Mixture05	B.1.623	0.010274267117287525	0.010355155293748348	0.0015071076666248635
Mixture05	Beta_B.1.351	0.0005424631084741393	0.00044265840855787407	0.00041247063171486755
Mixture05	Delta_B.1.617.2	0.0006801964377897281	0.0007167476038084545	0.0003916771042476488
Mixture05	Epsilon_B.1.427_429	0.0010004805002549616	0.0010150147882006528	0.001175450565042556
Mixture05	Eta_B.1.525	0.0028786579141928978	0.002887673797211634	0.0006972036459431082
Mixture05	Gamma_P.1	1.497407393398427e-08	0.00021586263450831635	0.00038274823556067766
Mixture05	Iota_B.1.526	1.2222555253738527e-10	1.7294153726194714e-10	2.994482137673209e-10
Mixture05	Kappa_B.1.617.1	0.0009602080369805315	0.0009304310688168353	0.0004881506404570677
Mixture05	Lambda_C.37	0.0012458847130217311	0.0013101602970669523	0.0008816913818451468
Mixture05	Mu_B.1.621	0.0018770346217985541	0.001813649502867545	0.0006893191913621619
Mixture05	Omicron_BA.1	0.10887279862009738	0.10828000369534829	0.00580630606817093
Mixture05	Omicron_BA.2	0.023250323438641345	0.02353085917166225	0.025893417187281824
Mixture05	Omicron_BA.2.12.1	0.11074396976862035	0.11038994479757816	0.01105303042185137
Mixture05	Omicron_BA.3	9.517661454442633e-11	5.082503299604126e-11	9.89475000661333e-11
Mixture05	Omicron_BA.4	0.18196838380922206	0.18134552589952918	0.024820510448081298
Mixture05	Omicron_BA.5	0.08165509477587234	0.08224749387063439	0.010953240999452924
Mixture05	Theta_P.3	1.6679265030942101e-10	9.131928624987794e-11	1.514943288021233e-10
Mixture05	Zeta_P.2	0.07187401947400127	0.07312979779302163	0.007641760197110166
Mixture06	A.23.1	2.2902157099939994e-08	1.044745175084671e-08	1.256772285961315e-08
Mixture06	AV.1	0.004824368685479955	0.004961624661928304	0.0014784403079637675
Mixture06	Alpha_B.1.1.7	0.04772520534962484	0.04793834268421173	0.0043421637189508325
Mixture06	B.1	1.9912303096182176e-09	2.177623058145007e-09	1.7868827919321845e-09
Mixture06	B.1.1	2.9145599289544625e-09	3.828138606295191e-09	3.300867443843674e-09
Mixture06	B.1.1.318	0.03137930591029687	0.03198376380182826	0.007668451536964424
Mixture06	B.1.177	0.0014984477145226034	0.0014520237256102056	0.0006849245762864328
Mixture06	B.1.617.3	0.01792612769823413	0.018293067473335468	0.008027877523696256
Mixture06	B.1.623	0	0.0	0.0
Mixture06	Beta_B.1.351	2.980540895666105e-09	1.3408490275720284e-09	1.6661431788592399e-09
Mixture06	Delta_B.1.617.2	0.04662562684817691	0.04584119666988386	0.00620080317078372
Mixture06	Epsilon_B.1.427_429	0.004106562579254994	0.003849661715966108	0.002168761970333472
Mixture06	Eta_B.1.525	0.00572934094253642	0.005748357691865328	0.0014842032305375835
Mixture06	Gamma_P.1	0.07764502479300958	0.0788712229892934	0.0044484918312262655
Mixture06	Iota_B.1.526	0.07326550040334258	0.07275859538103911	0.00820955025701849
Mixture06	Kappa_B.1.617.1	0.0003258417648427925	0.00032924415072350125	0.00035988298400104363
Mixture06	Lambda_C.37	0.000575211143924302	0.0006040294644582163	0.0005921441265054029
Mixture06	Mu_B.1.621	0.0013748879935671075	0.0014079376756253614	0.0006463415384893545
Mixture06	Omicron_BA.1	0.21200480635813646	0.21038824723360974	0.009402385441790369
Mixture06	Omicron_BA.2	0.10144417032193424	0.10647452169595029	0.01984745356308464
Mixture06	Omicron_BA.2.12.1	0.2597261039467587	0.2561409090021923	0.01752325677472875
Mixture06	Omicron_BA.3	0	0.0	0.0
Mixture06	Omicron_BA.4	9.336143333529148e-09	1.6087454489971743e-08	2.6594696881355185e-08
Mixture06	Omicron_BA.5	0.006484798419470686	0.0065014841705449185	0.003186866022782825
Mixture06	Theta_P.3	0	2.804176137466346e-12	2.7901200282131904e-11
Mixture06	Zeta_P.2	0.10733847724598898	0.10629812595930374	0.011251729874101201
Mixture07	A.23.1	0.000536329192306944	0.0005139409269094258	0.00035903890881058945
Mixture07	AV.1	0.0012967252849365681	0.0013210385499266902	0.0006726625760368113
Mixture07	Alpha_B.1.1.7	0.0967878990753544	0.09700215435510082	0.0045206078439216785
Mixture07	B.1	6.448049817113587e-10	8.323291542649859e-10	1.326193607760208e-09
Mixture07	B.1.1	5.02390814759423e-10	7.320124285620943e-10	1.2018168657629907e-09
Mixture07	B.1.1.318	0	1.111484825121882e-05	7.886988044987964e-05
Mixture07	B.1.177	2.0991171501827424e-09	1.891176426869861e-09	2.413225464001599e-09
Mixture07	B.1.617.3	0	3.3129459298177515e-10	7.927200157980199e-10
Mixture07	B.1.623	0.0024731550815268364	0.0024714937450087985	0.0012188823146365181
Mixture07	Beta_B.1.351	0.0012706392913912426	0.001180989958046258	0.0012138602484978596
Mixture07	Delta_B.1.617.2	0.0012863226964652127	0.0011786622835881482	0.00043865845242271737
Mixture07	Epsilon_B.1.427_429	0.002778328875436848	0.002734468752184503	0.0013371277538218557
Mixture07	Eta_B.1.525	0.0006834501509132369	0.0007437487550615559	0.0004111862057336964
Mixture07	Gamma_P.1	0.28065935477153114	0.2800511729363034	0.006342867427345221
Mixture07	Iota_B.1.526	0.05717294550344926	0.057921136752705576	0.005130067172682504
Mixture07	Kappa_B.1.617.1	0.00023564815815243907	0.00021521910690842916	0.00020112512938371576
Mixture07	Lambda_C.37	0.0004400761396884417	0.0004970644178961013	0.0004967322861917113
Mixture07	Mu_B.1.621	0.0007309095578165859	0.0007905808321039623	0.0005598789117060817
Mixture07	Omicron_BA.1	0.00657820270367642	0.006420710146341316	0.0024033967448097928
Mixture07	Omicron_BA.2	0.13549219530935183	0.14087266862122572	0.03484762568844386
Mixture07	Omicron_BA.2.12.1	0.0697598482751357	0.0690455879567547	0.011033751840328574
Mixture07	Omicron_BA.3	0	4.5818940380322494e-10	8.018194398791086e-10
Mixture07	Omicron_BA.4	0.20282701366706452	0.20079474282920262	0.029331694952045094
Mixture07	Omicron_BA.5	0.1275685219396121	0.1246897050989525	0.019514594023001194
Mixture07	Theta_P.3	0.0007992286653538299	0.00079906485914632	0.000573703539638851
Mixture07	Zeta_P.2	0.009521120509874895	0.009294830519455335	0.0030927395200321846
Mixture08	A.23.1	0.0003519519661483727	0.0003038533656776901	0.0003250073517542986
Mixture08	AV.1	0	1.5589628219593658e-10	3.3716576343097614e-10
Mixture08	Alpha_B.1.1.7	0.0004387128304673405	0.00046475232725477224	0.0002958477000495235
Mixture08	B.1	0	8.561134916239276e-11	3.10548659133442e-10
Mixture08	B.1.1	0	1.3068092256604283e-10	4.171743332411177e-10
Mixture08	B.1.1.318	0	5.994584923994858e-11	1.862303138942645e-10
Mixture08	B.1.177	0.0019522449995048007	0.001955855860700429	0.0007971325924263649
Mixture08	B.1.617.3	0	1.3943675249580115e-10	5.679025167497238e-10
Mixture08	B.1.623	0.0008228971665560389	0.0008050022689289893	0.0004286740434910556
Mixture08	Beta_B.1.351	0	1.992133495614146e-11	9.281082340582683e-11
Mixture08	Delta_B.1.617.2	0.0012915771935193936	0.0012125200213105038	0.0005150822384486418
Mixture08	Epsilon_B.1.427_429	0	3.310036081784605e-11	1.5942561494232894e-10
Mixture08	Eta_B.1.525	0.0018725459140666247	0.0018708173821604785	0.0006310065631503939
Mixture08	Gamma_P.1	0.0013665958383902012	0.0013125843274966224	0.0005312548014435768
Mixture08	Iota_B.1.526	0	9.25629297962627e-11	3.0393595136341827e-10
Mixture08	Kappa_B.1.617.1	0.00039607218965927025	0.00041904582851367585	0.00026753867651816554
Mixture08	Lambda_C.37	0.0009235619916989844	0.0009015873172706923	0.0004574569615584694
Mixture08	Mu_B.1.621	0	8.351663732695e-11	2.892042398929308e-10
Mixture08	Omicron_BA.1	0.32346695256559	0.3223715845855758	0.007473658727519674
Mixture08	Omicron_BA.2	0.2346466105072938	0.2319710813259893	0.0267821476031247
Mixture08	Omicron_BA.2.12.1	0.08005587277569261	0.07990237723530036	0.011964016026433853
Mixture08	Omicron_BA.3	1.1605291714305635e-09	7.883250903413754e-10	5.946064836820996e-10
Mixture08	Omicron_BA.4	0.1079529987336767	0.10992096069017654	0.020090118197390188
Mixture08	Omicron_BA.5	0.23792205995347873	0.2399665157142159	0.01331804039416699
Mixture08	Theta_P.3	0	1.852751160987026e-10	3.875784622193306e-10
Mixture08	Zeta_P.2	0.005473384416773191	0.005550805964389575	0.0013443773371047594
Mixture09	A.23.1	0.0011041974632884188	0.0011739715224551824	0.0005651047473954475
Mixture09	AV.1	0.0007676525650867471	0.0007368702830060425	0.0003906405957890636
Mixture09	Alpha_B.1.1.7	0.010727259849587842	0.010236366660033436	0.0013869304958188699
Mixture09	B.1	2.9670964625419427e-09	4.5209187317641435e-09	9.788189596529705e-09
Mixture09	B.1.1	3.036362607075702e-09	4.711984767793597e-09	9.933662827958213e-09
Mixture09	B.1.1.318	1.321079462568521e-09	1.453193945510973e-09	4.4022299439724995e-09
Mixture09	B.1.177	0.0012435881899028806	0.0011787545464670502	0.0007078220418648973
Mixture09	B.1.617.3	1.1175987100006638e-09	1.9425573029932138e-09	4.727204746445243e-09
Mixture09	B.1.623	0.000878169792112156	0.000823421586035355	0.0003948886871747844
Mixture09	Beta_B.1.351	1.9584045733558875e-09	2.8297220111985087e-09	6.317525751471285e-09
Mixture09	Delta_B.1.617.2	0.0016029251154596736	0.0014429150071585042	0.0006356486181126876
Mixture09	Epsilon_B.1.427_429	0.0005918751420255045	0.0005055845095553262	0.00048504533187250157
Mixture09	Eta_B.1.525	0.004047766676539864	0.004009137098981412	0.000942271641941282
Mixture09	Gamma_P.1	0.013395838626684291	0.013212037747143569	0.0018447302307896109
Mixture09	Iota_B.1.526	0	7.367674675079645e-10	2.819359885647961e-09
Mixture09	Kappa_B.1.617.1	2.7096663898406313e-09	3.764672647227189e-09	8.906892622817536e-09
Mixture09	Lambda_C.37	0.0010968155824588452	0.0010363888615108174	0.00047547554742943175
Mixture09	Mu_B.1.621	0.0006529355327723364	0.0006791191874565129	0.0005125276868069473
Mixture09	Omicron_BA.1	0.0006998884633992187	0.0006704149187814935	0.0003881692400855654
Mixture09	Omicron_BA.2	1.6275096975434272e-09	1.5592787359341176e-09	4.256027358613854e-09
Mixture09	Omicron_BA.2.12.1	1.7607955845550904e-09	1.6219558391011083e-09	4.343480495408077e-09
Mixture09	Omicron_BA.3	5.616667455316524e-09	4.852521718398382e-09	1.3671379000622922e-08
Mixture09	Omicron_BA.4	1.3077147074997843e-09	1.3434677624923836e-09	3.668548622785123e-09
Mixture09	Omicron_BA.5	0.00033741627286418225	0.0004301334938368109	0.00039735728468737235
Mixture09	Theta_P.3	0.0007725721938864948	0.0006690430650933873	0.0004437505153175115
Mixture09	Zeta_P.2	0.0048201501051443425	0.004756215962690618	0.0016074289093451818
Mixture10	A.23.1	0.0003772275753361955	0.0003943150077334183	0.00040846802997127334
Mixture10	AV.1	0.001415678327286696	0.0013822187234414842	0.0005401517345848021
Mixture10	Alpha_B.1.1.7	0.0014938249153015688	0.0014093143095620557	0.0005283147899252001
Mixture10	B.1	2.4233725448312896e-09	3.559488356018981e-09	1.44488144099263e-08
