Sample name	summarized	lineages	abundances	resid	coverage	plate	plate_date	collection_site_id	collection_date	sample_title
060123_18	[('Omicron', 0.9977095724566989)]	XBB.1.29 GV.1 XBB.2.5 FL.5 XBB.1.16.2 FU.2 XBB.1.16.1 XBB.1.16.7 XBB.1.16.3 XBB.1.16.11 XBB.1.16.9 XBB.2.9 XBB.1.3 XBB.2.7 XBB.2.4 XBB.2.11 XBB.2.8 XBB.2 XBB.1 XBB XBB.1.10 XBB.1.5.41	0.33012648 0.20000000 0.16666700 0.10000000 0.02890896 0.01467241 0.01467241 0.01467241 0.01467241 0.01467241 0.01467241 0.00864550 0.00864550 0.00864550 0.00864550 0.00864550 0.00864550 0.00864550 0.00864550 0.00864550 0.00459040 0.00157277	2.855841181864602	8.413871517907902	08-25-23-A4-3	2023-08-25	060123_18	2023-06-02	charlotte 3
060123_2	[('Omicron', 0.9923521216222336)]	GV.1 XAC FY.3 FY.3.1 FY.1.1 FY.1 FY.5 XBB.1.22 XBB.1.22.1 XBB.1.5.73 FW.1 XBB.1.5 XBB.1.5.14 FW.2 XBB.1.15.1 XBB.1.1 XBB.1.5.7 XBB.1.5.31 XBB.1.30 XBB.1.5.2 XBB.1.41 XBB.1.28.1 XBB.1.5.18 XBB.1.43.1 XBB.1.31 XBB.1.29 XBB.1.15 XBB.1.28 XBB.1.18 XBB.1.45 XBB.1.43 XBB.1.5.3 XBB.1.5.12 GF.1 XBB.1.5.30 GC.2 XBB.1.38 XBB.1.5.22 XBB.1.5.24 XBB.1.5.21 XBB.1.5.71 XBB.1.5.34 EM.1 XBB.1.5.69 XBB.1.6 XBB.1.5.51 XBB.1.5.66 XBB.1.5.59 XBB.1.5.52 XBB.1.5.67 XBB.1.5.11 XBB.1.5.40 XBB.1.5.36 XBB.1.5.86 XBB.1.13 XBB.1.5.28 XBB.1.37 BF.3.1 XBB.1.10 BA.2.9.4 EK.1 GP.2 XAD XZ XAP	0.50000000 0.02379247 0.02195240 0.02195240 0.02195240 0.02195240 0.02195240 0.02195240 0.02195240 0.01161947 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00605765 0.00537439 0.00324116 0.00298177 0.00199150 0.00170112 0.00109135 0.00109135 0.00109135	4.220161574680453	5.544594187874126	08-25-23-A4-3	2023-08-25	060123_2	2023-06-02	charlotte 1
060123_20	[('Omicron', 0.9929872885994785)]	XBB.1.5.81 XBB.1.5.28 EG.2 FY.5 XBB.1.9.7 XBB.1.27 XBB.1.10 XBB.1.16.3 XBB.1.16.7	0.31456134 0.31456134 0.09360079 0.09106212 0.09105565 0.08144974 0.00313386 0.00178122 0.00178122	3.0840678816263	12.51379460254824	08-25-23-A4-3	2023-08-25	060123_20	2023-06-02	fayetteville - rockfish
060123_21	[('Omicron', 0.9850355189945806), ('Other', 0.0010596998834174866)]	FY.3.1 FL.4 XBB.1.11.1 XBB.1.43.1 XBB.1.9.1 FL.12 FL.2 FL.10 FL.7 FL.16 FL.2.1 FL.1 XBB.1.5.55 XBB.1.5.4 XBB.1.5.69 XBB.1.5.32 XBB.1.5.26 XBB.1.5.33 XBB.1.5.18 XBB.1.5.16 XBB.1.5.56 XBB.1.5.52 XBB.1.5.67 XBB.1.5.11 XBB.1.5.36 XBB.1.5.86 XBB.1.5.12 XBB.1.5.30 XBB.1.5.15 XBB.1.5.48 XBB.1.5.61 XBB.1.5.39 XBB.1.5.60 FD.3 XBB.1.5.37 XBB.1.5.77 FG.2 FG.3 XBB.1.5.76 XBB.1.5 XBB.1.5.49 XBB.1.5.19 XBB.1.5.2 XBB.1.5.84 XBB.1.5.25 XBB.1.5.6 XBB.1.5.35 XBB.3.5 XBB.1.5.51 XBB.1.45 XBB.1.43 XBB.1.18 XBB.1.11 XBB.1.37 XBB.1.4 XBB.1.38 XBB.1.29 XBB.1.9 XBB.1.9.5 XBB.1.9.3 FL.15 XBB.2.12 XBB.1.5.20 XBB.1.13 BA.5.11 FY.4 XAP BA.3 XBB.1.10 BF.20 BF.15 XAC XBB.1.16.6 XBB.1.14 B.1.1.93	0.28566270 0.11111100 0.07834136 0.07834136 0.01647963 0.01647963 0.01647963 0.01647963 0.01647963 0.01647963 0.01647963 0.01138690 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00683622 0.00505051 0.00435730 0.00309636 0.00309636 0.00309636 0.00309636 0.00309636 0.00309636 0.00309636 0.00309636 0.00269746 0.00269746 0.00269746 0.00267380 0.00248839 0.00248756 0.00220264 0.00188528 0.00170940 0.00152808 0.00129132 0.00128249 0.00122068 0.00122068 0.00115407 0.00108990 0.00106157 0.00105970	4.266595300468612	22.091428953616692	08-25-23-A4-3	2023-08-25	060123_21	2023-06-02	greensboro - north buffalo
060123_22	[('Omicron', 0.9906024999930119), ('Other', 0.0010775899998930795)]	GA.2 GA.3 GA.1 XBB.1.17.1 XBB.1.36 XBB.1.3 XBB.2 XBB XBB.1 XBB.2.7 XBB.2.4 XBB.2.8 XBB.1.25 XBB.2.3 XBB.1.5.6 XBB.1.10 FL.15 BA.3 XW XBE B.1.1.355 XZ XBB.1.48	0.10699475 0.10699475 0.10699475 0.10699475 0.08593247 0.06231034 0.06231034 0.06231034 0.06231034 0.06231034 0.06231034 0.06231034 0.01882510 0.00851064 0.00368324 0.00244670 0.00136426 0.00125800 0.00122900 0.00116279 0.00107759 0.00102500 0.00101394	4.073886211368484	25.10784871083169	08-25-23-A4-3	2023-08-25	060123_22	2023-06-02	tuckaseigee
060123_3	[('Omicron', 0.97990531900475)]	XBB.1.5.86 XBB.1.5.52 XBB.1.5.3 XBB.1.5.18 XBB.1.5.2 XBB.1.5.30 XBB.1.5.7 XBB.1.5.12 XBB.1.5.77 XBB.1.5.36 XBB.1.5.47 XBB.1.5.59 XBB.1.5.31 XBB.1.5.16 XBB.1.5.14 XBB.1.5.69 XBB.1.5.32 XBB.1.5.56 XBB.1.5.19 XBB.1.5.49 XBB.1.5 XBB.1.5.5 XBB.1.5.55 XBB.1.5.57 XBB.1.10 XBB.3.5 XBB.1.5.73 XBB.1.25 XBB.1.5.44 XBB.1.6 XBB.1.39	0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.04191602 0.00285999 0.00252294 0.00237802 0.00213307 0.00189478 0.00158479 0.00140647 0.00105683	4.717180353070688	34.598535264020335	08-25-23-A4-3	2023-08-25	060123_3	2023-06-02	charlotte 2
060123_32	[('Omicron', 0.9931783262948055)]	XBB.1.22 XBB.1.42 FL.4 XBB.1.16.6 XBB.1.16.7 XBB.1.16.3 XBB.1.22.2 FL.8 XBB.1.9 XBB.1.9.1 FL.13 FL.6 FL.2 FL.10 FL.2.1 FL.12 XBB.1.9.5 EG.4 XBB.1.25	0.32655897 0.22417106 0.09994564 0.04993076 0.04993076 0.04993076 0.04095631 0.01426655 0.01426655 0.01426655 0.01426655 0.01426655 0.01426655 0.01426655 0.01426655 0.01426655 0.01426655 0.00487080 0.00421779	1.9047778939218727	13.754472795371704	08-25-23-A4-3	2023-08-25	060123_32	2023-06-02	charlotte 4
060423_13	[('Omicron', 0.9910675630609015)]	XBB.1.22.2 XBB.1.5 XBB.1.5.7 XBB.1.5.31 XBB.1.5.55 XBB.1.5.3 XBB.1.5.18 XBB.1.5.2 XBB.1.5.30 XBB.1.5.12 XBB.1.5.86 XBB.1.5.36 XBB.1.5.47 XBB.1.5.11 XBB.1.5.67 FD.3 XBB.1.5.52 XBB.1.5.16 XBB.1.5.69 XBB.1.5.34 FZ.2 XBB.1.5.32 XBB.1.5.15 XBB.1.5.56 XBB.1.5.61 XBB.1.5.39 XBB.1.5.25 XBB.1.5.19 XBB.1.5.20 XBB.1.5.76 XBB.1.5.77 XBB.1.5.59 EG.4 XBB.1.31 XBB.1.23	0.25382564 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.02356986 0.00290043 0.00237530 0.00130039	2.004420750788669	13.13914991806842	08-25-23-A4-3	2023-08-25	060423_13	2023-06-05	marion
4566	[('Omicron', 0.9734982681720509)]	BA.2.38.1 BA.2.37 BA.2.57 BA.2.38 BA.2.76 BA.2.12.1 BA.2.17 BA.2.73 BA.2.12 XAC BA.2.3.11 BA.4.1.10 XR BA.2.3.8 BA.2.38.2 BA.2.9.4 BA.2.13.1 XBB.1.5.62 XBB.1.5.8 BL.1.1 FY.2 XBB.1.5.79 BA.2.85 XCB BA.4.2 XBF.7.1	0.10070228 0.10070228 0.10070228 0.10070228 0.10070228 0.10070228 0.10070228 0.10070228 0.10070228 0.02760407 0.00660066 0.00549797 0.00346021 0.00333729 0.00278734 0.00272179 0.00218639 0.00209249 0.00207315 0.00160643 0.00148242 0.00123122 0.00121477 0.00118790 0.00106695 0.00102669	4.387462648212273	20.957763435106845	08-25-23-A4-1	2023-08-25	4566	2023-04-25	msd of buncombe county
4572	[('Omicron', 0.9885131283498247), ('Other', 0.0016257115148343119)]	XBB.1.5.61 XBB.1.5.6 XBB.1.5.49 XBB.1.5.25 XBB.1.5.32 XBB.1.5.60 XBB.1.5.84 XBB.1.5.77 XBB.1.5.39 XBB.1.22 XBB.1.22.1 FY.1 FY.3 FY.1.1 FW.2 FW.1 XBB.1.28.1 XBB.1.28 XBB.1.37 XBB.1.38 XBB.1.13 B.1.1.256	0.08897635 0.08897635 0.08897635 0.08897635 0.08897635 0.08897635 0.08897635 0.08897635 0.08897635 0.02395880 0.02395880 0.02395880 0.02395880 0.02395880 0.01100649 0.01100649 0.01100649 0.01100649 0.01100649 0.01100649 0.00189304 0.00162571	3.43750420886814	23.161555696752835	08-25-23-A4-1	2023-08-25	4572	2023-04-24	charlotte 4
053023_16	[('Omicron', 0.9933191599808217)]	GV.1 XBB.1.5.15 XBB.1.5.14 XBB.1.5.18 XBB.1.5 XBB.1.5.86 XBB.1.5.36 XBB.1.5.11 XBB.1.5.59 XBB.1.5.51 XBB.1.5.32 XBB.1.5.56 XBB.1.5.55 XBB.1.5.39 XBB.1.5.84 XBB.1.5.83 XBB.1.5.48 XBB.1.5.19 XBB.1.5.49 XBB.1.5.20 FD.4 XBB.1.5.37 XBB.1.5.73 XBB.1.5.57 XBB.1.5.62 XBB.1.45.1 XBB.1.5.44 XBB.1.10 XBB.1.5.8 EG.3 XBB.1.5.79	0.18181800 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.03743507 0.00515256 0.00383247 0.00371327 0.00367147 0.00233645 0.00212057 0.00174425 0.00168879 0.00110482	6.850708528938764	18.71049727452095	08-25-23-A4-3	2023-08-25	053023_16	2023-05-31	laurinburg
052123_2	[('Omicron', 0.9892724476127145)]	XBB.1.5.22 XBB.1.5.24 XBB.1.5.43 XBB.1.5.8 XBB.1.5.51 XBB.1.5.69 XBB.1.5.55 XBB.1.5.2 XBB.1.5.30 XBB.1.5.12 XBB.1.5.86 XBB.1.5.36 XBB.1.5.11 XBB.1.5.16 XBB.1.5.15 XBB.1.5.34 XBB.1.5 XBB.1.5.61 XBB.1.5.25 XBB.1.5.84 FG.2 XBB.1.5.77 FD.3 XBB.1.5.60 XBB.1.5.14 XBB.1.5.79 XBB.1.10 BA.5 FL.9 BF.7.5 XBB.1.45.1 XBB.1.35	0.13706832 0.13706832 0.13706832 0.05882350 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.02382007 0.00909091 0.00358530 0.00156083 0.00154949 0.00111597 0.00108853 0.00103146	4.191834440647302	22.52951208908805	08-25-23-A4-2	2023-08-25	052123_2	2023-05-22	charlotte 1
052123_16	[('Omicron', 0.9889063808256208)]	XBB.1.5.78 XBB.1.22.2 XBB.1.5.1 XBB.1.5.38 XBB.2.6 XBB.2.5 XBB.1.5.73 XBB.1.5.12 XBB.1.5 XBB.1.5.14 XBB.1.5.7 XBB.1.5.75 XBB.1.5.2 XBB.1.5.30 XBB.1.43.1 XBB.1.5.86 XBB.1.5.36 XBB.1.5.11 XBB.1.5.16 EM.1 FG.2 XBB.1.5.24 XBB.1.5.22 EK.3 XBB.1.5.47 BA.3 EG.1 BA.5.11 XBB.1.5.62 XBB.1.13	0.16666700 0.15618663 0.10000000 0.06250000 0.04545450 0.03530514 0.02442727 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.02311441 0.00909091 0.00884956 0.00359500 0.00236213 0.00177771 0.00173260 0.00112740	2.5971278464588803	26.917031735946225	08-25-23-A4-2	2023-08-25	052123_16	2023-05-22	laurinburg
052123_13	[('Omicron', 0.9905558295879353)]	FY.3.1 FY.1.1 FY.5 FY.3 FY.1 XBB.1.22.1 XBB.1.22 FL.5 XBB.1.23 XBB.1.10 XBB.1.5.47 BF.9 XBB.1.5.9	0.13987803 0.13987803 0.13987803 0.13987803 0.13987803 0.13987803 0.13987803 0.00301659 0.00266667 0.00185372 0.00165700 0.00111918 0.00109649	4.640499193648334	17.32267665451627	08-25-23-A4-2	2023-08-25	052123_13	2023-05-22	marion
051823_32	[('Error', 1.00)]	Error	1.00	-1.0	-1.0	08-25-23-A4-2	2023-08-25	051823_32	2023-05-19	charlotte 4
051823_3	[('Omicron', 0.9845974134397429)]	XBB.1.5.15 XBB.1.5.76 XBB.1.5.25 XBB.1.5.84 XBB.1.5.77 XBB.2.6 XBB.1.10 XBB.1.5.1 XBB.1.5.47 XBB.6.1 EK.2 XAP FD.2 XBB.1.8 BA.5.11 XBB.1.13	0.18211714 0.18211714 0.18211714 0.18211714 0.18211714 0.05661390 0.00342898 0.00219877 0.00207135 0.00194363 0.00188147 0.00158083 0.00116874 0.00107066 0.00104428 0.00100908	7.491107983585358	31.67240745075745	08-25-23-A4-2	2023-08-25	051823_3	2023-05-19	charlotte 2
051823_22	[('Omicron', 0.9902759396674021)]	XBB.1.29 XBB.1.45.1 XBB.1.10 XBB.1.5.57 XBB.1.43.1 XBB.1.5.42 GR.1	0.97342208 0.00443081 0.00292184 0.00290243 0.00258732 0.00200573 0.00200573	5.941111104858075	23.335451292512456	08-25-23-A4-2	2023-08-25	051823_22	2023-05-19	tuckaseigee
051823_21	[('Error', 1.00)]	Error	1.00	-1.0	-1.0	08-25-23-A4-2	2023-08-25	051823_21	2023-05-19	greensboro - north buffalo
051823_20	[('Omicron', 0.9973857589361256)]	XBB.2.5 FY.5 XBB.1.5.28 XBB.1.5.47 XBB.1.22.2 XBB.1.10 XAD XZ	0.49125010 0.16012075 0.15246324 0.12500000 0.06110950 0.00294737 0.00224740 0.00224740	3.742424738624552	13.035481389827108	08-25-23-A4-2	2023-08-25	051823_20	2023-05-19	fayetteville - rockfish
051823_2	[('Omicron', 0.9860197240299531)]	XBB.2.5 XBB.1.22.2 XBB.1.5.24 XBB.1.18 XBB.1.38 XBB.1.13 XBB.1.45 XBB.1.28 XBB.1.28.1 FW.1 FW.2 XBB.1.6 XBB.1.29 XBB.1.5.47 XAD CV.2 BA.2.38.2 BA.2.76.1 XBB.1.15 BL.1.1	0.19957185 0.08333330 0.06255822 0.06255822 0.06255822 0.06255822 0.06255822 0.06255822 0.06255822 0.06255822 0.06255822 0.06255822 0.05917339 0.00442898 0.00344328 0.00342188 0.00263004 0.00164063 0.00147104 0.00132315	4.366372610626031	15.556967528341636	08-25-23-A4-2	2023-08-25	051823_2	2023-05-19	charlotte 1
051823_18	[('Omicron', 0.9841621213892836), ('Other', 0.0010369469885834674)]	XBB.1.5.78 XBB.2.5 XAC XBB.1.5.11 XBB.1.5.69 XBB.1.5.60 XBB.1.5.51 XBB.1.5.16 XBB.1.5.59 EM.1 XBB.1.5.36 XBB.1.5.12 XBB.1.5.30 XBB.1.5.2 XBB.1.5.3 XBB.1.5.7 XBB.1.5.86 XBB.1.5 XBB.1.5.32 XBB.1.5.15 XBB.1.5.17 XBB.1.5.56 XBB.1.5.39 XBB.1.5.25 XBB.1.5.84 XBB.1.5.49 FG.2 XBB.1.5.77 XBB.1.5.72 XBB.1.5.57 EG.4 XBB.1.5.79 XBB.1.5.8 XBB.1.5.73 FE.1.1 XBB.1.5.54 XBB.1.45.1 B.1.35 XBB.1.10	0.33333300 0.04864414 0.03860771 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.02159455 0.00500000 0.00432366 0.00370253 0.00246407 0.00198282 0.00160270 0.00132188 0.00117463 0.00113122 0.00103695 0.00101010	1.1009466852837049	17.35277396916697	08-25-23-A4-2	2023-08-25	051823_18	2023-05-19	charlotte 3
051823_15	[('Omicron', 0.9888531345804907)]	XBB.1.9.2 FL.6 FL.2 XBB.1.9.1 FL.12 FL.7 XBB.1.9 XBB.1.9.3 BA.3 XBB.1.13 XBB.1.10 XBB.1.5.42 XBB.1.5.47 FZ.2 EG.3 EU.1 EG.6.1 EG.4 FP.3 XBB.1.15.1 XBB.1.5.79	0.19101077 0.13988478 0.13988478 0.13988478 0.13988478 0.13988478 0.02230995 0.02230995 0.01911788 0.00738007 0.00389665 0.00316957 0.00303389 0.00303389 0.00285307 0.00252795 0.00247219 0.00208580 0.00164609 0.00146918 0.00111235	4.371265880252886	24.66307728321573	08-25-23-A4-2	2023-08-25	051823_15	2023-05-19	msd of buncombe county
051823_14	[('Omicron', 0.9941932699890955)]	XBB.1.5.78 XBB.1.5.22 XBB.1.5.24 XBB.1.41 XBB.1.43.1 XBB.1.5.44 FP.3 XBB.1.5.62 XBB.1.10 XAP XBB.2.10 BW.1.1 FL.5 BA.5.8	0.50000000 0.11716419 0.11716419 0.11716419 0.11716419 0.00598251 0.00596368 0.00350877 0.00306337 0.00185800 0.00155383 0.00142959 0.00111857 0.00105820	4.3928794132750575	11.587466140521018	08-25-23-A4-2	2023-08-25	051823_14	2023-05-19	winston salem - salem
051623_16	[('Omicron', 0.9887806427450232), ('Other', 0.0024109314993740515)]	XBB.1.5.24 XBB.1.5.78 XBB.1.29 XBB.1.18 XBB.1.45 XBB.1.43 XBB.1.10 XBB.1.5.42 BW.1.1 B.1.499 B.1.498 EG.1.4 EG.1	0.80591859 0.10526300 0.01706751 0.01706751 0.01706751 0.01706751 0.00377200 0.00173803 0.00146499 0.00121453 0.00119640 0.00117699 0.00117699	3.49924089186292	22.101461391833595	08-25-23-A4-2	2023-08-25	051623_16	2023-05-17	laurinburg
051623_13	[('Error', 1.00)]	Error	1.00	-1.0	-1.0	08-25-23-A4-2	2023-08-25	051623_13	2023-05-17	marion
051523_21	[('Omicron', 0.9857524797808083)]	XBB.1.5.25 XBB.1.5.15 XBB.1.5.32 XBB.1.5.81 XBB.1.5.48 XBB.1.5.84 XBB.1.5.49 XBB.1.5.19 XBB.1.5.37 FL.13 FL.2 FL.6 FL.12 XBB.1.9.1 FL.7 FP.3 BA.3 XAD BA.3.1	0.09764466 0.09764466 0.09764466 0.09764466 0.09764466 0.09764466 0.09764466 0.09764466 0.09764466 0.01360742 0.01360742 0.01360742 0.01360742 0.01360742 0.01360742 0.00956697 0.00910313 0.00440472 0.00223115	4.506569676340543	14.700866133832726	08-25-23-A4-2	2023-08-25	051523_21	2023-05-16	greensboro - north buffalo
051523_20	[('Omicron', 0.9893157537077643)]	BY.1 BA.2.75.7 BW.1.1 CH.1.1.9 BM.1.1.3	0.46573338 0.46573338 0.05130653 0.00370370 0.00283878	3.6924322005301446	15.974985787379191	08-25-23-A4-2	2023-08-25	051523_20	2023-05-16	fayetteville - rockfish
051523_15	[('Error', 1.00)]	Error	1.00	-1.0	-1.0	08-25-23-A4-2	2023-08-25	051523_15	2023-05-16	msd of buncombe county
051523_14	[('Omicron', 0.9889706498041149), ('Other', 0.0010087302934187602)]	XBB.1.5.32 XBB.1.5.19 XBB.1.5.76 XBB.1.5.37 XBB.1.5.49 XBB.1.5.60 XBB.1.5.48 XBB.1.5.77 XBB.1.5.83 XBB.1.5.81 XBB.1.5.27 XBB.1.5.25 XBB.1.5.84 XBB.1.5.56 XBB.1.5.61 XBB.1.5.39 BA.5 BA.2.15 XBB.1.5.57 FD.2 FZ.2 XBB.1.5.47 FZ.1 BA.5.11 XBB.1.5.72 XAH XAD XZ B.1.377	0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.05911516 0.02051021 0.00333162 0.00318171 0.00315388 0.00193723 0.00193723 0.00187266 0.00180168 0.00159617 0.00139860 0.00120357 0.00120357 0.00100873	3.394063683527031	23.21171788783734	08-25-23-A4-2	2023-08-25	051523_14	2023-05-16	winston salem - salem
051423_32	[('Omicron', 0.9933799241742884)]	XBB.1.5.81 XBB.1.5.28 FY.5 XBB.1.29 XBB.2.6.2 XBB.1.5.30 XBB.1.5.36 XBB.1.5.86 XBB.1.5.12 XBB.1.5.2 XBB.1.5.16 XBB.1.5.18 XBB.1.5.55 XBB.1.5.7 XBB.1.5.14 XBB.1.5 XBB.1.5.52 XBB.1.5.11 XBB.1.5.69 EM.1 XBB.1.5.32 XBB.1.5.39 XBB.1.5.25 XBB.1.5.84 XBB.1.5.49 FG.2 XBB.1.5.77 XBB.1.22.1 XBB.1.22 FY.3 FY.1.1 FY.1 EG.4 XBB.1.10 FE.1.2 XBB.1.22.2 XBB.1.5.34 FL.5 XBB.1.37	0.21385093 0.21385093 0.07068907 0.05617930 0.04026565 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01455649 0.01280288 0.01280288 0.01280288 0.01280288 0.01280288 0.00335533 0.00332305 0.00211864 0.00210915 0.00121951 0.00110742 0.00105374	4.137776447550804	18.349329498712503	08-25-23-A4-2	2023-08-25	051423_32	2023-05-15	charlotte 4
051423_3	[('Omicron', 0.9952102949424143)]	XBB.1.30 XBB.1.10 XBB.2.3 XBB.2.3.2 XBB.2.3.3 XBB.1.44 FE.1.2	0.98016500 0.00339582 0.00275575 0.00275575 0.00275575 0.00218818 0.00119403	4.70060805946821	17.24241714878106	08-25-23-A4-2	2023-08-25	051423_3	2023-05-15	charlotte 2
051423_22	[('Omicron', 0.9999997669641464)]	XBB.1.5.78 XBB.1.5.73 XBB.1.22.2 XBB.1.5.60 XBB.1.5.16 XBB.1.5 XBB.1.5.14 XBB.1.5.7 XBB.1.5.55 XBB.1.5.3 XBB.1.5.18 XBB.1.5.2 XBB.1.5.86 XBB.1.5.11 XBB.1.5.52 XBB.1.5.37 XBB.1.5.59 XBB.1.5.19 EM.1 XBB.1.5.32 XBB.1.5.15 XBB.1.5.56 XBB.1.5.25 XBB.1.5.84 XBB.1.5.48 XBB.1.5.49 FG.2 XBB.1.5.77 XBB.1.23 XBB.1.22 FY.1 XBB.1.22.1 FY.1.1 FY.3 XAP XAD	0.16666700 0.03172094 0.03030300 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.02905137 0.00735294 0.00675453 0.00675453 0.00675453 0.00675453 0.00675453 0.00194949 0.00194949	3.67807292797824	19.653546466909678	08-25-23-A4-2	2023-08-25	051423_22	2023-05-15	tuckaseigee
051423_2	[('Omicron', 0.9925351753393686), ('Other', 0.0032619778484146845)]	XBB.1.5.79 XBB.1.9 XBB.1.9.3 XBB.1.41 XBB.1.5.24 XBB.1.5.77 XBB.1.5.32 XBB.1.5.49 XBB.1.5.37 XBB.1.5.15 XBB.1.5.56 XBB.1.5.39 XBB.1.5.48 XBB.1.5.25 XBB.1.5.57 XBB.1.45.1 XBB.1.10 XBB.1.5.47 XBB.2.6.2 B.1.1.138 XZ XBB.1.5.45 EG.6.1	0.06451610 0.06416164 0.06416164 0.06226938 0.06226938 0.06022951 0.06022951 0.06022951 0.06022951 0.06022951 0.06022951 0.06022951 0.06022951 0.06022951 0.05882351 0.05555560 0.00593472 0.00441525 0.00414938 0.00326198 0.00201503 0.00119190 0.00100604	2.139357813625468	26.298364712570645	08-25-23-A4-2	2023-08-25	051423_2	2023-05-15	charlotte 1
051423_18	[('Omicron', 0.9917799123944135)]	XBB.1.16 XBB.1.16.3 XAC	0.95219999 0.03807644 0.00150348	8.338553929525862	39.76858509179681	08-25-23-A4-2	2023-08-25	051423_18	2023-05-15	charlotte 3
051423_16	[('Error', 1.00)]	Error	1.00	-1.0	-1.0	08-25-23-A4-2	2023-08-25	051423_16	2023-05-15	laurinburg
051423_13	[('Error', 1.00)]	Error	1.00	-1.0	-1.0	08-25-23-A4-2	2023-08-25	051423_13	2023-05-15	marion
051123_32	[('Omicron', 0.9897050689559637), ('Other', 0.0014613203527356474)]	XBB.1.5.28 XBB.1.5.27 XBB.1.43 XBB.1.30 XBB.1.5.47 XBB.1.18 XBB.1.38 XBB.1.37 GR.1 XBB.1.5.71 EK.2.1 BM.1.1.3 B.1.505 XBB.1.5.8 XBB.1.15 XBB.1.22.2 XBB.1.10 XBB.1.20	0.45889798 0.45889798 0.02000000 0.01219510 0.00647926 0.00644622 0.00644622 0.00644622 0.00258866 0.00219539 0.00165404 0.00161907 0.00146132 0.00132275 0.00122850 0.00112985 0.00110742 0.00105042	5.419480496286637	34.19389358927198	08-25-23-A4-2	2023-08-25	051123_32	2023-05-12	charlotte 4
