	summarized	lineages	abundances	resid	coverage
Mixture01	[('Other', 1.0)]	Other	1.0		
Mixture02	[('Other', 1.0)]	Other	1.0		
Mixture03	[('Other', 1.0)]	Other	1.0		
Mixture04	[('Other', 1.0)]	Other	1.0		
Mixture05	[('Other', 1.0)]	Other	1.0		
Mixture06	[('Other', 1.0)]	Other	1.0		
Mixture07	[('Other', 1.0)]	Other	1.0		
Mixture08	[('Other', 0.4489), ('Delta', 0.1789), ('Beta', 0.1487), ('Gamma', 0.1346), ('Alpha', 0.0889)]	B.1.1.7 B.1.351 B.1.617.2 B.1.351.2 P.1.1 B.1.351.3 P.1 P.1.2 AY.2 AY.3 AY.1 AY.3.1 Other	0.0889 0.0556 0.0476 0.0476 0.0476 0.0455 0.0435 0.0435 0.0345 0.0333 0.0323 0.0312 0.4489		
Mixture09	[('Other', 1.0)]	Other	1.0		
Mixture10	[('Other', 0.8654), ('Gamma', 0.1346)]	P.1.1 P.1 P.1.2 Other	0.0476 0.0435 0.0435 0.8654		
Mixture11	[('Gamma', 0.356), ('Beta', 0.2972), ('Alpha', 0.2213), ('Other', 0.1253)]	B.1.1.7 P.1.2 P.1 B.1.351 B.1.351.2 P.1.1 B.1.351.3 Other	0.2213 0.1304 0.1304 0.1111 0.0952 0.0952 0.0909 0.1253		
Mixture12	[('Other', 0.6279), ('Beta', 0.1487), ('Gamma', 0.1346), ('Alpha', 0.0889)]	B.1.1.7 B.1.351 B.1.351.2 P.1.1 B.1.351.3 P.1 P.1.2 Other	0.0889 0.0556 0.0476 0.0476 0.0455 0.0435 0.0435 0.6279		
Mixture13	[('Other', 0.7846), ('Beta', 0.1487), ('Delta', 0.0668)]	B.1.351 B.1.351.2 B.1.351.3 AY.2 AY.1 Other	0.0556 0.0476 0.0455 0.0345 0.0323 0.7846		
Mixture14	[('Other', 1.0)]	Other	1.0		
Mixture15	[('Other', 0.7332), ('Alpha', 0.2668)]	B.1.1.7 Other	0.2668 0.7332		
Mixture16	[('Other', 1.0)]	Other	1.0		
Mixture17	[('Other', 0.8514), ('Beta', 0.1487)]	B.1.351 B.1.351.2 B.1.351.3 Other	0.0556 0.0476 0.0455 0.8514		
Mixture18	[('Other', 1.0)]	Other	1.0		
Mixture19	[('Other', 0.7846), ('Beta', 0.1487), ('Delta', 0.0668)]	B.1.351 B.1.351.2 B.1.351.3 AY.2 AY.1 Other	0.0556 0.0476 0.0455 0.0345 0.0323 0.7846		
Mixture20	[('Other', 0.7846), ('Beta', 0.1487), ('Delta', 0.0668)]	B.1.351 B.1.351.2 B.1.351.3 AY.2 AY.1 Other	0.0556 0.0476 0.0455 0.0345 0.0323 0.7846		
Mixture21	[('Other', 1.0)]	Other	1.0		
Mixture22	[('Other', 1.0)]	Other	1.0		
