sample	variant_group	proportion	mean	std_error
Mixture01	A.23.1	1.4705725811266828e-08	2.044696701949757e-05	0.0002028615654668045
Mixture01	AV.1	0.0008028480254092351	0.0007816372738033453	0.0005835138167709978
Mixture01	Alpha_B.1.1.7	0.06664736597803725	0.06610320183810095	0.003975934996413465
Mixture01	B.1	0.01634128652894165	0.01919553280859592	0.016204431300250236
Mixture01	B.1.1	0.23034921746719927	0.22913339182115544	0.013948478223556361
Mixture01	B.1.1.318	0.005592841575600761	0.005706187779907649	0.0025274376270948604
Mixture01	B.1.177	0	1.7273817146966656e-10	4.0361728495218343e-10
Mixture01	B.1.617.3	1.3293379241659001e-08	0.00017891767317673648	0.0005996808172793563
Mixture01	B.1.623	0.005292667316912386	0.0056884977801367675	0.0012645607719183518
Mixture01	Beta_B.1.351	0.00859645414157085	0.007835935684279358	0.00429487436825797
Mixture01	Delta_B.1.617.2	0.020675803496140628	0.020310013165852726	0.002020270080116665
Mixture01	Epsilon_B.1.427_429	0	1.3569499021050934e-12	1.2695128883711485e-11
Mixture01	Eta_B.1.525	0.0017011811690151614	0.001762046576503173	0.0006327108976334559
Mixture01	Gamma_P.1	0.03327428642532495	0.03324781140477137	0.003469751177978284
Mixture01	Iota_B.1.526	0.0069743117910667195	0.006718495502514823	0.0021549551961553243
Mixture01	Kappa_B.1.617.1	0.003092512670275103	0.0030085848997169293	0.0007584801958296512
Mixture01	Lambda_C.37	0.0024279891374658817	0.002429344123021719	0.0010404591836885707
Mixture01	Mu_B.1.621	0.001619689725827711	0.0016169294538272672	0.0007372159615518347
Mixture01	Omicron_BA.1	0.06882430112263226	0.06820118759151796	0.0035562617267094376
Mixture01	Omicron_BA.2	8.19326120609268e-08	0.003937292713752238	0.0071210528875754265
Mixture01	Omicron_BA.2.12.1	0.07732767778031152	0.07618463698225883	0.007649651937852335
Mixture01	Omicron_BA.3	2.5349502228698036e-07	0.0032918680711691824	0.00511650465221261
Mixture01	Omicron_BA.4	0.22723895011864848	0.22299976510139935	0.015001101177571726
Mixture01	Omicron_BA.5	0.11923450303730547	0.11854090878723396	0.011880246184856788
Mixture01	Theta_P.3	0.0014412103391986525	0.0014294069728392484	0.0007171813988981411
Mixture01	Zeta_P.2	1.3467428977795715e-08	2.125273623220664e-08	2.3345526068975144e-08
Mixture02	A.23.1	0.0015775786185309166	0.0015719847928936839	0.0013057104135154511
Mixture02	AV.1	0.0013081073050400852	0.0012961464409732785	0.000673153817063894
Mixture02	Alpha_B.1.1.7	0.28019972138848714	0.2816467751437819	0.007595241546998193
Mixture02	B.1	1.8644950810892797e-08	0.0041094947817834244	0.01318486570865229
Mixture02	B.1.1	0.11987628562295372	0.11544579910527361	0.022737142144016002
