	summarized	lineages	abundances	resid	coverage
Mixture01_barcode01	[('Omicron', 0.6010000000000001), ('Other', 0.2169999999999999), ('Alpha', 0.058), ('Iota', 0.046), ('Gamma', 0.044000000000000004), ('Delta', 0.031000000000000014), ('A', 0.001), ('Epsilon', 0.001), ('Eta', 0.001)]	BA.4.1 B.1.1.161 BA.2.12 Other XAJ B.1.1.7 B.1.526 BA.5.5 BF.1 P.1 XAR XAP AY.8 BA.1.14 BF.40 P.1.16 BA.1.1.1 BF.20 BA.2.18 BA.2.40.1 B.1.1.216 BA.2.70 AY.51 AY.54 B.1.377 B.3 B.4 BA.1.15.3 BA.5.2.9 BF.10 BF.2 BF.27 P.1.13 XAB A.28 AY.13 AY.16 AY.16.1 AY.17 AY.30 AY.35 AY.52 AY.53 AY.9.2 B.1.1.228 B.1.1.232 B.1.1.297 B.1.1.329 B.1.1.368 B.1.1.376 B.1.1.416 B.1.1.67 B.1.1.70 B.1.110 B.1.429 B.1.471 B.1.525 B.1.544 B.1.575 B.1.617.2 B.1.619 B.1.625 B.1.9 B.39 B.6 BA.1.1.3 BA.1.20 BA.1.24 BA.1.5 BA.1.7 BA.2.3.15 BA.2.31.1 BA.2.35 BA.2.39 BA.2.8 BA.4.1.1 BA.4.1.8 BA.5.1.26 BA.5.1.9 BA.5.11 BA.5.2.30 BA.5.2.8 BA.5.5.2 BA.5.6 BA.5.8 BE.1.4.2 BF.21 BF.3.1 BF.31 BF.36 BF.5 CL.1.1 CM.4 P.1.14 P.1.15 P.1.6 P.1.7 Q.1 Q.3 Q.4 Q.7 XAD	0.22 0.099 0.093 0.09099999999999986 0.071 0.054 0.046 0.043 0.037 0.03 0.025 0.022 0.017 0.014 0.013 0.008 0.006 0.005 0.004 0.004 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture02_barcode02	[('Other', 0.39), ('Alpha', 0.261), ('Iota', 0.114), ('Delta', 0.10500000000000001), ('Omicron', 0.07600000000000001), ('Gamma', 0.049), ('A', 0.005)]	B.1.1.7 Other B.1.1.161 B.1.526 AY.16 BA.1 P.1 P.1.16 B.4 P.1.13 B.3 AY.47 BA.1.15.3 Q.4 A.1 A.23.1 A.27 A.28 A.3 AY.16.1 AY.17 AY.30 AY.51 AY.52 AY.53 AY.54 AY.62 B.1.1.228 B.1.1.277 B.1.1.284 B.1.1.519 B.1.1.521 B.1.1.70 B.1.214.2 B.1.617.2 B.1.619 B.39 B.6 BA.1.1.1 BA.1.1.15 BA.1.10 BA.1.14.1 BA.1.15.2 BA.1.16.1 BA.1.17.2 BA.1.24 BA.1.5 BA.1.7 BA.1.9 BC.1 C.35 D.2 P.1.10.1 P.1.14 P.1.15 Q.7	0.258 0.21799999999999997 0.152 0.114 0.094 0.062 0.034 0.008 0.005 0.004 0.003 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture03_barcode03	[('Omicron', 0.962), ('Other', 0.03700000000000002), ('A', 0.001)]	BA.2.38 BA.2.12 Other BQ.1.9 BA.2.73 BA.5.3.2 B.3 BA.2.37 BA.2.39 BA.2.40.1 BA.2.46 BA.2.68 BF.10 B.1.609 BA.2.16 BA.2.34 BA.2.63 BA.2.67 BA.2.7 BA.2.9.4 BA.5.2.39 BA.5.8 BF.36 XAS A.1 B.1.1.207 B.1.1.241 B.1.221 B.1.260 B.1.36.1 B.1.395 B.1.409 B.1.544 B.1.561 B.39 BA.2.1 BA.2.13.1 BA.2.2 BA.2.25 BA.2.26 BA.2.3.4 BA.2.31.1 BA.2.32 BA.2.35 BA.2.48 BA.2.62 BA.2.70 BA.4.1.8 BA.4.7 BA.5.1.27 BA.5.1.7 BA.5.5.2 BA.5.6.4 BA.5.9 BF.29 BF.7.5.1 BQ.1.4 CN.2 CQ.1.1 DN.2 ER.1.1 XB XBT XE XQ	0.813 0.065 0.021000000000000008 0.008 0.005 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture04_barcode04	[('Omicron', 0.4100000000000001), ('Other', 0.24299999999999988), ('Gamma', 0.162), ('Iota', 0.121), ('Alpha', 0.062), ('Eta', 0.001), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.001)]	BA.2 B.1.1.161 P.1 B.1.526 Other B.1.1.7 BA.1.18 XAJ BA.1.17.2 P.1.16 BA.2.23 XAR XAB BA.2.70 XM BA.1.1.1 BA.2.18 BA.2.54 B.4 BA.2.40.1 BA.2.46 P.1.13 B.3 BA.1.16.1 BA.2.2 BA.2.23.1 BA.2.63 BA.2.65 B.1.1.39 B.1.1.434 B.1.221 B.1.311 B.1.340 B.1.36.31 B.1.361 B.1.465 B.1.525 B.1.568 B.23 B.39 BA.1.1.3 BA.1.1.4 BA.1.10 BA.1.14.1 BA.1.15.2 BA.1.20 BA.1.5 BA.1.7 BA.2.1 BA.2.12 BA.2.13.1 BA.2.16 BA.2.3.14 BA.2.3.15 BA.2.3.17 BA.2.3.2 BA.2.3.4 BA.2.3.6 BA.2.31 BA.2.39 BA.2.5 BA.2.62 BA.2.9.7 BD.1 BN.1.3.7 P.1.14 P.1.15 P.1.17.1 P.1.7 Q.3 Q.4 Q.7 XAL XB	0.161 0.125 0.125 0.121 0.10099999999999987 0.059 0.052 0.048 0.041 0.03 0.017 0.017 0.008 0.006 0.006 0.005 0.004 0.004 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture05_barcode05	[('Omicron', 0.5830000000000001), ('Other', 0.4149999999999999), ('A', 0.002)]	Other BA.4.1 B.1.1.161 BA.5.5 BF.1 XAJ BA.2.12 BA.5.11 XZ BF.15 XAP BA.2.70 BA.5.2.2 BA.5.8 BF.10 B.4 B.6 BA.5.1.17 BA.5.10.1 BF.2 BF.27 BF.31 XAZ A.1 A.28 AD.2 B.23 BA.2.13.1 BA.2.26 BA.2.29 BA.2.32 BA.2.39 BA.2.8 BA.2.9.7 BA.4.1.6 BA.4.1.8 BA.4.4 BA.4.7 BA.5.1.21 BA.5.1.26 BA.5.1.9 BA.5.5.2 BE.1.4.1 BE.3 BF.1.1 BF.21 BF.3.1 BF.40 BF.41 BF.7.5.1 BF.8 BF.9 BG.2 BV.1 CQ.1.1	0.2679999999999999 0.234 0.141 0.09 0.071 0.067 0.037 0.014 0.006 0.005 0.005 0.004 0.004 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture06_barcode06	[('Omicron', 0.5990000000000001), ('Delta', 0.128), ('Alpha', 0.08), ('Gamma', 0.067), ('Other', 0.06299999999999993), ('Iota', 0.059), ('A', 0.002), ('Epsilon', 0.001), ('Eta', 0.001)]	AY.8 BA.2.12.1 BA.2.12 BA.1 XAJ B.1.1.7 BA.2.11 B.1.526 P.1 BA.1.9 XAB XM Other XAP B.1.617.2 BA.2.23 P.1.16 BA.2 B.1.1.220 BA.2.18 BA.5.3.2 P.1.13 P.1.4 B.1.1.228 B.3 BA.2.40.1 AY.16.1 AY.57 B.1.1.216 B.1.1.231 B.1.1.329 B.1.260 B.4 BA.1.10 BA.1.16.1 BA.2.29 BA.2.39 BA.2.46 BA.2.63 P.1.7 A.23.1 A.3 AY.13 AY.132 AY.14 AY.17 AY.30 AY.35 AY.4.8 AY.51 AY.52 AY.87 AZ.3 B.1.1.115 B.1.1.161 B.1.1.232 B.1.1.269 B.1.1.294 B.1.1.316 B.1.1.317 B.1.1.376 B.1.1.434 B.1.1.70 B.1.221 B.1.362 B.1.377 B.1.429 B.1.525 B.1.544 B.1.568 B.1.620 B.6 BA.1.15.3 BA.1.17.2 BA.1.24 BA.1.5 BA.2.1 BA.2.16 BA.2.2 BA.2.26 BA.2.3.4 BA.2.32 BA.2.35 BA.2.48 BA.2.5 BA.2.50 BA.2.55 BA.2.65 BA.2.70 BA.2.8 BA.4.1.1 BA.4.7 BA.5.1.9 BA.5.8 BA.5.9 BC.1 BE.1.4.1 BF.11.5 BF.27 BF.7.7 BG.2 BG.5 DF.1.1 L.3 P.1.1 P.1.14 P.1.15 P.1.17.1 P.1.6 Q.4 Q.7	0.105 0.096 0.094 0.08 0.08 0.078 0.071 0.059 0.044 0.04 0.036 0.024 0.02399999999999991 0.011 0.009 0.008 0.008 0.005 0.004 0.004 0.004 0.004 0.004 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture07_barcode07	[('Omicron', 0.561), ('Alpha', 0.15), ('Iota', 0.129), ('Gamma', 0.08), ('Other', 0.07900000000000006), ('A', 0.001)]	BA.4.1 B.1.1.7 B.1.526 BF.1 XAJ P.1 BA.5.5 BA.2.12 XAP Other P.1.16 B.1.1.161 B.1.533 BA.5.2.2 B.1.1.228 XAR B.1.1.220 B.1.1.153 B.1.1.216 B.1.1.231 BA.5.5.2 BF.2 BF.40 P.1.13 P.1.7 A.28 AD.2 B.1.1.135 B.1.1.170 B.1.1.174 B.1.1.186 B.1.1.207 B.1.1.232 B.1.1.265 B.1.1.269 B.1.1.274 B.1.1.294 B.1.1.329 B.1.1.33 B.1.1.348 B.1.1.374 B.1.1.376 B.1.1.416 B.1.1.432 B.1.1.434 B.1.1.464 B.1.1.70 B.1.258.17 B.1.568 B.1.596.1 B.1.623 BA.4.3 BA.4.7 BA.5.1.33 BA.5.1.9 BA.5.2.9 BA.5.5.3 BA.5.6.4 BE.1.4.2 BF.1.1 BF.10 BF.11.1 BF.15 BF.16 BF.21 BF.3.1 BF.36 BF.5 BF.9 BQ.1.1.28 C.35 CL.1.1 CP.8 CR.1.1 D.2 L.3 P.1.1 P.1.15 P.1.6 Q.4 Q.7 XH XL	0.258 0.148 0.129 0.081 0.081 0.062 0.037 0.034 0.03 0.020000000000000018 0.011 0.01 0.008 0.006 0.004 0.004 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture08_barcode08	[('Omicron', 0.9650000000000001), ('Other', 0.03199999999999969), ('A', 0.002), ('Beta', 0.001)]	BA.5.5 BA.4.1 BA.1 BA.2 BA.2.12 XQ BA.2.12.1 Other XAP BA.4 BE.1 BA.5.1.26 XAJ BA.2.37 BA.5.5.2 BA.2.54 BA.2.70 B.3 BA.1.13 BA.2.29 BA.4.7 BA.5.2.2 BA.5.8 BC.1 B.1.260 BA.1.15.3 BA.2.16 BA.2.18 BA.2.2 BA.2.26 BA.2.32 BA.2.34 BA.2.40.1 BA.2.44 BA.2.46 BA.2.67 BA.2.68 BA.5.1.21 BA.5.2.30 XS XZ A.23.1 A.28 B.1.1.434 B.1.1.529 B.1.221 B.1.351 B.1.377 B.1.391 B.1.544 B.1.620 B.1.623 B.1.634 BA.1.1.4 BA.1.10 BA.1.16.1 BA.1.17.2 BA.1.24 BA.1.5 BA.1.7 BA.2.1 BA.2.25 BA.2.3.12 BA.2.3.14 BA.2.3.17 BA.2.3.2 BA.2.3.4 BA.2.31.1 BA.2.39 BA.2.41 BA.2.48 BA.2.50 BA.2.7 BA.2.71 BA.2.8 BA.2.9.7 BA.4.1.6 BA.4.1.8 BA.4.2 BA.4.6.5 BA.5.1.16 BA.5.1.33 BA.5.1.9 BA.5.10.1 BA.5.2.4 BA.5.6.1 BA.5.6.4 BA.5.9 BE.1.1.1 BE.1.4 BE.1.4.1 BE.3 BF.11.5 BF.16 BF.36 BG.2 BG.5 BK.1 BZ.2 CQ.1.1 XAZ XBT XL	0.258 0.17 0.14 0.075 0.065 0.061 0.034 0.016999999999999682 0.014 0.011 0.008 0.006 0.006 0.005 0.005 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture09_barcode09	[('Other', 0.997), ('A', 0.003)]	Other B.3 A.1 A.27 A.3 B.1.1.153 B.1.1.434	0.993 0.002 0.001 0.001 0.001 0.001 0.001		
Mixture10_barcode10	[('Omicron', 0.9700000000000001), ('Other', 0.028999999999999915), ('Alpha', 0.001)]	BA.2 BA.1 BA.1.6 Other XAP XAR BA.2.29 XAD BA.1.10 BA.2.46 BA.2.63 XAJ B.1.1.153 B.3 BA.2.16 BA.2.18 BA.2.40.1 BA.2.44 BA.2.54 BA.2.70 AD.2 B.1.1.434 B.1.1.529 B.1.260 B.1.377 B.1.544 B.1.575 B.1.620 B.39 B.4 BA.1.1.15 BA.1.1.4 BA.1.15.2 BA.1.24 BA.1.9 BA.2.10.1 BA.2.13 BA.2.13.1 BA.2.2 BA.2.3.4 BA.2.31 BA.2.32 BA.2.35 BA.2.42 BA.2.48 BA.2.5 BA.2.50 BA.2.62 BA.2.65 BA.2.8 BA.5.1.9 BC.1 BF.40 Q.4 XAL XE XS	0.635 0.239 0.017 0.014999999999999902 0.012 0.009 0.004 0.004 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
