Sample name,lineages,abundances,scheme,tool,Background,expected_abundance,percent_of_expected
i-2,Iota,0.98513545,Freyja: PWRB,Freyja,PWRB,1.0,98.51354500000001
0adgio1,Iota,0.110704,Freyja: WB,Freyja,WB,0.125,88.5632
0adgio1-2,Iota,0.1196876,Freyja: WB,Freyja,WB,0.14285714285714288,83.78132
0adgio1o2o3o4o5,Iota,0.0455408,Freyja: WB,Freyja,WB,0.06666666666666667,68.3112
0agio1o2,Iota,0.120586,Freyja: WB,Freyja,WB,0.125,96.4688
0aio1o2o3o4o5,Iota,0.10055206,Freyja: WB,Freyja,WB,0.125,80.441648
adgio1o2o3,Iota,0.0626026,Freyja: WB,Freyja,WB,0.0625,100.16416
agio3o4o5,Iota,0.12800121,Freyja: WB,Freyja,WB,0.1875,68.267312
i,Iota,0.98556448,Freyja: WB,Freyja,WB,1.0,98.556448
i-2,Iota,0.98427241,Freyja: WB,Freyja,WB,1.0,98.427241
0adgio1,Iota,0.157,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,125.6
0adgio1-2,Iota,0.131,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.14285714285714288,91.69999999999999
0adgio1o2o3o4o5,Iota,0.055,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.06666666666666667,82.5
0agio1o2,Iota,0.12,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,96.0
0aio1o2o3o4o5,Iota,0.107,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,85.6
adgio1o2o3,Iota,0.091,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.0625,145.6
agio3o4o5,Iota,0.18,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.1875,96.0
i,Iota,0.87,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,87.0
i-2,Iota,0.874,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,87.4
0adgio1,Iota,0.168,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,134.4
0adgio1-2,Iota,0.177,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.14285714285714288,123.89999999999996
0adgio1o2o3o4o5,Iota,0.085,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.06666666666666667,127.50000000000001
0agio1o2,Iota,0.157,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,125.6
0aio1o2o3o4o5,Iota,0.127,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,101.6
adgio1o2o3,Iota,0.118,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.0625,188.79999999999998
agio3o4o5,Iota,0.256,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.1875,136.53333333333333
i,Iota,0.883,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,88.3
i-2,Iota,0.883,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,88.3
0adgio1,Iota,0.1,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,80.0
0adgio1-2,Iota,0.1,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.14285714285714288,70.0
0adgio1o2o3o4o5,Iota,0.043,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.06666666666666667,64.49999999999999
0agio1o2,Iota,0.092,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,73.6
0aio1o2o3o4o5,Iota,0.078,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,62.4
adgio1o2o3,Iota,0.075,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.0625,120.0
agio3o4o5,Iota,0.131,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.1875,69.86666666666666
i,Iota,0.872,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,87.2
i-2,Iota,0.872,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,87.2
0adgio1,Iota,0.0856,kallisto: NWRB,kallisto,NWRB,0.125,68.47999999999999
0adgio1-2,Iota,0.0721,kallisto: NWRB,kallisto,NWRB,0.14285714285714288,50.46999999999999
0adgio1o2o3o4o5,Iota,0.025,kallisto: NWRB,kallisto,NWRB,0.06666666666666667,37.5
0agio1o2,Iota,0.0614,kallisto: NWRB,kallisto,NWRB,0.125,49.120000000000005
0aio1o2o3o4o5,Iota,0.0516,kallisto: NWRB,kallisto,NWRB,0.125,41.28
adgio1o2o3,Iota,0.0331,kallisto: NWRB,kallisto,NWRB,0.0625,52.959999999999994
agio3o4o5,Iota,0.0686,kallisto: NWRB,kallisto,NWRB,0.1875,36.58666666666666
i,Iota,0.4851,kallisto: NWRB,kallisto,NWRB,1.0,48.51
i-2,Iota,0.4771,kallisto: NWRB,kallisto,NWRB,1.0,47.71
0adgio1,Iota,0.1145,kallisto: PWRB,kallisto,PWRB,0.125,91.60000000000001
0adgio1-2,Iota,0.1291,kallisto: PWRB,kallisto,PWRB,0.14285714285714288,90.36999999999999
0adgio1o2o3o4o5,Iota,0.046,kallisto: PWRB,kallisto,PWRB,0.06666666666666667,69.0
0agio1o2,Iota,0.0969,kallisto: PWRB,kallisto,PWRB,0.125,77.52
0aio1o2o3o4o5,Iota,0.0779,kallisto: PWRB,kallisto,PWRB,0.125,62.32
adgio1o2o3,Iota,0.0565,kallisto: PWRB,kallisto,PWRB,0.0625,90.4
agio3o4o5,Iota,0.1331,kallisto: PWRB,kallisto,PWRB,0.1875,70.98666666666666
i,Iota,0.5519,kallisto: PWRB,kallisto,PWRB,1.0,55.19
i-2,Iota,0.5553,kallisto: PWRB,kallisto,PWRB,1.0,55.53
0adgio1,Iota,0.0558,kallisto: WB,kallisto,WB,0.125,44.64
0adgio1-2,Iota,0.0589,kallisto: WB,kallisto,WB,0.14285714285714288,41.23
0adgio1o2o3o4o5,Iota,0.0215,kallisto: WB,kallisto,WB,0.06666666666666667,32.24999999999999
0agio1o2,Iota,0.0493,kallisto: WB,kallisto,WB,0.125,39.44
0aio1o2o3o4o5,Iota,0.0427,kallisto: WB,kallisto,WB,0.125,34.160000000000004
adgio1o2o3,Iota,0.0283,kallisto: WB,kallisto,WB,0.0625,45.28
agio3o4o5,Iota,0.0492,kallisto: WB,kallisto,WB,0.1875,26.240000000000002
i,Iota,0.5146,kallisto: WB,kallisto,WB,1.0,51.459999999999994
i-2,Iota,0.511,kallisto: WB,kallisto,WB,1.0,51.1
0adgio1,Iota,0.1714,LCS: NWRB,LCS,NWRB,0.125,137.12
0adgio1-2,Iota,0.2035,LCS: NWRB,LCS,NWRB,0.14285714285714288,142.44999999999996
0adgio1o2o3o4o5,Iota,0.0145,LCS: NWRB,LCS,NWRB,0.06666666666666667,21.750000000000004
0agio1o2,Iota,0.0303,LCS: NWRB,LCS,NWRB,0.125,24.240000000000002
0aio1o2o3o4o5,Iota,0.1376,LCS: NWRB,LCS,NWRB,0.125,110.08
adgio1o2o3,Iota,0.0793,LCS: NWRB,LCS,NWRB,0.0625,126.88
agio3o4o5,Iota,0.129,LCS: NWRB,LCS,NWRB,0.1875,68.80000000000001
i,Iota,0.5479,LCS: NWRB,LCS,NWRB,1.0,54.790000000000006
i-2,Iota,0.5385,LCS: NWRB,LCS,NWRB,1.0,53.849999999999994
0adgio1,Iota,0.1714,LCS: PWRB,LCS,PWRB,0.125,137.12
0adgio1-2,Iota,0.2035,LCS: PWRB,LCS,PWRB,0.14285714285714288,142.44999999999996
0adgio1o2o3o4o5,Iota,0.0145,LCS: PWRB,LCS,PWRB,0.06666666666666667,21.750000000000004
0agio1o2,Iota,0.0303,LCS: PWRB,LCS,PWRB,0.125,24.240000000000002
0aio1o2o3o4o5,Iota,0.1376,LCS: PWRB,LCS,PWRB,0.125,110.08
adgio1o2o3,Iota,0.0793,LCS: PWRB,LCS,PWRB,0.0625,126.88
agio3o4o5,Iota,0.129,LCS: PWRB,LCS,PWRB,0.1875,68.80000000000001
i,Iota,0.5479,LCS: PWRB,LCS,PWRB,1.0,54.790000000000006
i-2,Iota,0.5385,LCS: PWRB,LCS,PWRB,1.0,53.849999999999994
0adgio1,Iota,0.0383,LCS: WB,LCS,WB,0.125,30.64
0adgio1-2,Iota,0.0221,LCS: WB,LCS,WB,0.14285714285714288,15.469999999999997
0adgio1o2o3o4o5,Iota,0.007,LCS: WB,LCS,WB,0.06666666666666667,10.500000000000002
0agio1o2,Iota,0.0106,LCS: WB,LCS,WB,0.125,8.48
0aio1o2o3o4o5,Iota,0.0485,LCS: WB,LCS,WB,0.125,38.800000000000004
adgio1o2o3,Iota,0.0353,LCS: WB,LCS,WB,0.0625,56.48
agio3o4o5,Iota,0.0443,LCS: WB,LCS,WB,0.1875,23.626666666666665
i,Iota,0.9046,LCS: WB,LCS,WB,1.0,90.46
i-2,Iota,0.7276,LCS: WB,LCS,WB,1.0,72.76
0adgio1-2,Iota,0.1504,VaQuERo: NWRB,VaQuERo,NWRB,0.14285714285714288,105.28
0agio1o2,Iota,0.124,VaQuERo: NWRB,VaQuERo,NWRB,0.125,99.2
agio3o4o5,Iota,0.1737,VaQuERo: NWRB,VaQuERo,NWRB,0.1875,92.64
i,Iota,0.8461,VaQuERo: NWRB,VaQuERo,NWRB,1.0,84.61
i-2,Iota,0.843,VaQuERo: NWRB,VaQuERo,NWRB,1.0,84.3
0adgio1,Iota,0.1661,VaQuERo: PWRB,VaQuERo,PWRB,0.125,132.88
0adgio1-2,Iota,0.1908,VaQuERo: PWRB,VaQuERo,PWRB,0.14285714285714288,133.56
0adgio1o2o3o4o5,Iota,0.0909,VaQuERo: PWRB,VaQuERo,PWRB,0.06666666666666667,136.35
0agio1o2,Iota,0.1584,VaQuERo: PWRB,VaQuERo,PWRB,0.125,126.72000000000001
0aio1o2o3o4o5,Iota,0.1273,VaQuERo: PWRB,VaQuERo,PWRB,0.125,101.84
adgio1o2o3,Iota,0.1267,VaQuERo: PWRB,VaQuERo,PWRB,0.0625,202.72
agio3o4o5,Iota,0.2338,VaQuERo: PWRB,VaQuERo,PWRB,0.1875,124.69333333333334
i,Iota,0.8543,VaQuERo: PWRB,VaQuERo,PWRB,1.0,85.42999999999999
i-2,Iota,0.8712,VaQuERo: PWRB,VaQuERo,PWRB,1.0,87.12
0adgio1,Iota,0.1085,VaQuERo: WB,VaQuERo,WB,0.125,86.8
0adgio1-2,Iota,0.1171,VaQuERo: WB,VaQuERo,WB,0.14285714285714288,81.96999999999998
0agio1o2,Iota,0.0962,VaQuERo: WB,VaQuERo,WB,0.125,76.96
0aio1o2o3o4o5,Iota,0.101,VaQuERo: WB,VaQuERo,WB,0.125,80.80000000000001
agio3o4o5,Iota,0.1069,VaQuERo: WB,VaQuERo,WB,0.1875,57.01333333333333
i,Iota,0.858,VaQuERo: WB,VaQuERo,WB,1.0,85.8
i-2,Iota,0.8643,VaQuERo: WB,VaQuERo,WB,1.0,86.42999999999999
0,Wuhan-hu-1,0.32261288,Freyja: NWRB,Freyja,NWRB,1.0,32.261288
0-2,Wuhan-hu-1,0.32832595,Freyja: NWRB,Freyja,NWRB,1.0,32.832595
0-3,Wuhan-hu-1,0.32734974,Freyja: NWRB,Freyja,NWRB,1.0,32.734974
0-4,Wuhan-hu-1,0.97138115,Freyja: NWRB,Freyja,NWRB,1.0,97.138115
0o5o3o4,Wuhan-hu-1,0.06049882,Freyja: NWRB,Freyja,NWRB,0.375,16.13301866666667
0,Wuhan-hu-1,0.32322431,Freyja: PWRB,Freyja,PWRB,1.0,32.322431
0-2,Wuhan-hu-1,0.92124138,Freyja: PWRB,Freyja,PWRB,1.0,92.124138
0-3,Wuhan-hu-1,0.48958527,Freyja: PWRB,Freyja,PWRB,1.0,48.958527000000004
0-4,Wuhan-hu-1,0.49038601,Freyja: PWRB,Freyja,PWRB,1.0,49.038601
0o5o3o4,Wuhan-hu-1,0.03598661,Freyja: PWRB,Freyja,PWRB,0.375,9.596429333333333
0,Wuhan-hu-1,0.49208518,Freyja: WB,Freyja,WB,1.0,49.208518
0-2,Wuhan-hu-1,0.98267715,Freyja: WB,Freyja,WB,1.0,98.267715
0-3,Wuhan-hu-1,0.49281895,Freyja: WB,Freyja,WB,1.0,49.281895
0-4,Wuhan-hu-1,0.98692177,Freyja: WB,Freyja,WB,1.0,98.692177
0adgio1-2,Wuhan-hu-1,0.01001741,Freyja: WB,Freyja,WB,0.28571428571428575,3.5060934999999995
0adgio1o2o3o4o5,Wuhan-hu-1,0.01862879,Freyja: WB,Freyja,WB,0.13333333333333333,13.9715925
0o5o3o4,Wuhan-hu-1,0.14469641,Freyja: WB,Freyja,WB,0.375,38.585709333333334
0,Wuhan-hu-1,0.895,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,89.5
0-2,Wuhan-hu-1,0.893,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,89.3
0-3,Wuhan-hu-1,0.892,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,89.2
0-4,Wuhan-hu-1,0.895,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,1.0,89.5
0adgio1,Wuhan-hu-1,0.425,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.25,170.0
0adgio1-2,Wuhan-hu-1,0.452,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.28571428571428575,158.2
0adgio1o2o3o4o5,Wuhan-hu-1,0.184,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.13333333333333333,138.0
0agio1o2,Wuhan-hu-1,0.196,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,156.8
0aio1o2o3o4o5,Wuhan-hu-1,0.18,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.125,144.0
0o5o3o4,Wuhan-hu-1,0.416,kallisto (C-WAP): NWRB,kallisto (C-WAP),NWRB,0.375,110.93333333333332
0,Wuhan-hu-1,0.91,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,91.0
0-2,Wuhan-hu-1,0.899,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,89.9
0-3,Wuhan-hu-1,0.907,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,90.7
0-4,Wuhan-hu-1,0.901,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,1.0,90.10000000000001
0adgio1,Wuhan-hu-1,0.399,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.25,159.60000000000002
0adgio1-2,Wuhan-hu-1,0.414,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.28571428571428575,144.89999999999995
0adgio1o2o3o4o5,Wuhan-hu-1,0.16,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.13333333333333333,120.0
0agio1o2,Wuhan-hu-1,0.169,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,135.20000000000002
0aio1o2o3o4o5,Wuhan-hu-1,0.221,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.125,176.8
0o5o3o4,Wuhan-hu-1,0.396,kallisto (C-WAP): PWRB,kallisto (C-WAP),PWRB,0.375,105.60000000000001
0,Wuhan-hu-1,0.911,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,91.10000000000001
0-2,Wuhan-hu-1,0.91,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,91.0
0-3,Wuhan-hu-1,0.91,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,91.0
0-4,Wuhan-hu-1,0.908,kallisto (C-WAP): WB,kallisto (C-WAP),WB,1.0,90.8
0adgio1,Wuhan-hu-1,0.462,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.25,184.8
0adgio1-2,Wuhan-hu-1,0.508,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.28571428571428575,177.79999999999998
0adgio1o2o3o4o5,Wuhan-hu-1,0.207,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.13333333333333333,155.25
0agio1o2,Wuhan-hu-1,0.256,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,204.8
0aio1o2o3o4o5,Wuhan-hu-1,0.231,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.125,184.8
0o5o3o4,Wuhan-hu-1,0.367,kallisto (C-WAP): WB,kallisto (C-WAP),WB,0.375,97.86666666666667
0,Wuhan-hu-1,0.3071,kallisto: NWRB,kallisto,NWRB,1.0,30.709999999999997
0-2,Wuhan-hu-1,0.3235,kallisto: NWRB,kallisto,NWRB,1.0,32.35
0-3,Wuhan-hu-1,0.3065,kallisto: NWRB,kallisto,NWRB,1.0,30.65
0-4,Wuhan-hu-1,0.3064,kallisto: NWRB,kallisto,NWRB,1.0,30.64
0adgio1,Wuhan-hu-1,0.0532,kallisto: NWRB,kallisto,NWRB,0.25,21.279999999999998
0adgio1-2,Wuhan-hu-1,0.0517,kallisto: NWRB,kallisto,NWRB,0.28571428571428575,18.095
0o5o3o4,Wuhan-hu-1,0.0655,kallisto: NWRB,kallisto,NWRB,0.375,17.466666666666665
0,Wuhan-hu-1,0.3358,kallisto: PWRB,kallisto,PWRB,1.0,33.58
0-2,Wuhan-hu-1,0.3348,kallisto: PWRB,kallisto,PWRB,1.0,33.48
0-3,Wuhan-hu-1,0.3625,kallisto: PWRB,kallisto,PWRB,1.0,36.25
0-4,Wuhan-hu-1,0.3542,kallisto: PWRB,kallisto,PWRB,1.0,35.42
0adgio1,Wuhan-hu-1,0.0746,kallisto: PWRB,kallisto,PWRB,0.25,29.84
0adgio1-2,Wuhan-hu-1,0.0507,kallisto: PWRB,kallisto,PWRB,0.28571428571428575,17.744999999999997
0aio1o2o3o4o5,Wuhan-hu-1,0.0079,kallisto: PWRB,kallisto,PWRB,0.125,6.32
0o5o3o4,Wuhan-hu-1,0.0816,kallisto: PWRB,kallisto,PWRB,0.375,21.76
0,Wuhan-hu-1,0.3638,kallisto: WB,kallisto,WB,1.0,36.38
0-2,Wuhan-hu-1,0.3531,kallisto: WB,kallisto,WB,1.0,35.31
0-3,Wuhan-hu-1,0.3617,kallisto: WB,kallisto,WB,1.0,36.17
0-4,Wuhan-hu-1,0.3762,kallisto: WB,kallisto,WB,1.0,37.62
0adgio1,Wuhan-hu-1,0.1002,kallisto: WB,kallisto,WB,0.25,40.08
0adgio1-2,Wuhan-hu-1,0.1206,kallisto: WB,kallisto,WB,0.28571428571428575,42.209999999999994
0adgio1o2o3o4o5,Wuhan-hu-1,0.014,kallisto: WB,kallisto,WB,0.13333333333333333,10.500000000000002
0agio1o2,Wuhan-hu-1,0.0165,kallisto: WB,kallisto,WB,0.125,13.200000000000001
0o5o3o4,Wuhan-hu-1,0.076,kallisto: WB,kallisto,WB,0.375,20.266666666666666
