	summarized	lineages	abundances	resid	coverage
Mixture01	[('Omicron', 0.6370000000000002), ('Other', 0.1389999999999998), ('Iota', 0.091), ('Delta', 0.052000000000000005), ('Alpha', 0.048), ('Gamma', 0.030000000000000006), ('A', 0.001), ('Eta', 0.001), ('Kappa', 0.001)]	BA.4.1 Other B.1.526 BA.2.12 XAP XAJ B.1.1.7 XAB P.1.4 AY.30 BA.2.10 XM B.1.617.2 BA.2.9.4 BA.1.1.1 BA.2 AY.54 B.1.1.220 B.1.1.416 BA.1.24 BA.1.5 BA.2.3.10 BA.2.35 BA.2.41 BA.4.1.6 BF.2 AY.52 AY.8 B.1.1.326 B.1.596.1 BA.1.19 BA.2.29 XBB.1.5.32 BA.1.15 BA.1.18 BA.2.23.1 BA.2.3.15 BA.2.50 BA.2.52 BA.5.5.2 BF.1 BF.15 BF.20 XBB.1.5.46 AY.48 B.1.575 B.4 BA.1.7 BA.2.18 BA.2.19 BA.2.2 BA.2.40.1 BA.2.5 BA.4 BC.1 BF.10 BF.22 BF.40 CQ.1.1 CR.1.1 P.1.10.1 P.1.13 Q.7 XAL A.28 AD.2 AY.10 AY.121.1 AY.125 AY.3.1 AY.4.2.1 AY.42.1 AY.51 AY.73 AZ.2 B.1.1.198 B.1.1.279 B.1.1.294 B.1.1.311 B.1.1.521 B.1.1.523 B.1.177.77 B.1.214.2 B.1.258.17 B.1.375 B.1.389 B.1.525 B.1.588 B.1.617.1 B.1.619 B.1.620 B.1.634 B.39 BA.1.1.11 BA.1.10 BA.1.21 BA.2.3.4 BA.2.3.7 BA.2.46 BA.2.53 BA.2.62 BA.4.1.1 BA.4.1.8 BA.5.1.18 BA.5.10.1 BA.5.2.7 BA.5.6 BA.5.8 BD.1 BE.3 BF.1.1 BF.11.1 BF.3 BF.36 BF.7.13.2 BF.7.4.2 BF.9 BQ.1.10.3 C.23 C.35 CP.8 DN.1.1.3 P.1.17 P.1.6 Q.1 Q.4 R.1 XBB.1.5.12 XBB.1.5.5 XBB.1.5.72 XBB.2.3.1	0.171 0.09599999999999975 0.091 0.089 0.082 0.079 0.044 0.029 0.024 0.02 0.014 0.011 0.009 0.009 0.007 0.007 0.005 0.005 0.005 0.005 0.005 0.005 0.005 0.005 0.005 0.005 0.004 0.004 0.004 0.004 0.004 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture02	[('Other', 0.3609999999999998), ('Iota', 0.194), ('Alpha', 0.17500000000000002), ('Delta', 0.15600000000000003), ('Omicron', 0.07700000000000003), ('Gamma', 0.031), ('A', 0.003), ('Epsilon', 0.001), ('Kappa', 0.001), ('Lambda', 0.001)]	Other B.1.526 B.1.1.7 AY.16 B.1.1.161 BA.1.18 P.1.4 BA.1 BA.1.24 AY.30 AY.54 P.1.16 B.4 AY.14 B.1.377 BA.1.1.1 BA.1.12 P.1.13 XAJ AY.17 AY.52 AY.8 AY.9.2 B.1.1.216 B.1.3 B.23 B.6 BA.1.14.1 BA.1.20 Q.3 AD.2 AY.13 AY.24 AY.49 AY.64 B.1.1.170 B.1.1.434 B.1.1.70 B.1.391 B.1.570 B.1.620 BA.1.1.15 BA.1.1.4 BA.1.15.2 BA.1.16.1 BA.1.7 D.2 L.3 P.1.7 Q.4 R.1 A.2.5 A.27 A.28 AY.121.1 AY.124.1 AY.4.2.1 AY.42.1 AY.53 AY.72 AY.73 B.1.1.115 B.1.1.186 B.1.1.220 B.1.1.228 B.1.1.284 B.1.1.317 B.1.1.416 B.1.1.420 B.1.1.464 B.1.1.47 B.1.1.519 B.1.221 B.1.367 B.1.396 B.1.409 B.1.429 B.1.469 B.1.567 B.1.568 B.1.617.1 B.1.619 B.1.637 B.55 BA.1.1.17 BA.1.10 BA.1.15.1 BA.1.15.3 BA.1.16 BA.1.19 BA.1.21 BA.1.8 BD.1 C.36.3 C.37.1 P.1.17.1 Q.1 XAL XAP	0.23299999999999976 0.194 0.169 0.109 0.063 0.017 0.016 0.011 0.01 0.008 0.008 0.008 0.007 0.004 0.004 0.004 0.004 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture03	[('Omicron', 0.9750000000000001), ('Other', 0.0219999999999999), ('A', 0.002), ('Alpha', 0.001)]	BA.4.1 BA.2.12.1 BA.2 BA.5.5 BA.4 BA.2.23 Other BF.15 BA.2.3.17 BA.2.18 BA.2.32 B.55 BA.2.26 BA.2.29 BA.2.44 BA.2.63 BA.2.64 BF.9 XAS XAZ A.28 B.23 BA.2.2 BA.2.31.1 BA.2.35 BA.2.48 BA.2.62 BA.4.1.1 BA.4.1.8 BF.21 BF.4 BF.7.5.1 B.1.1.284 B.1.1.529 B.1.160 B.1.36.31 B.1.619 B.1.620 BA.1.15.3 BA.1.16.1 BA.2.1 BA.2.23.1 BA.2.3.12 BA.2.31 BA.2.46 BA.2.50 BA.2.53 BA.2.8 BA.2.9.4 BA.4.6.4 BA.4.6.5 BA.4.7 BA.5.1.5 BA.5.10.1 BA.5.2.9 BA.5.5.1 BA.5.8 BA.5.9 BE.10 BF.11.5 BF.20 BF.31 BF.36 BF.41 BF.7.13.2 BF.7.4.1 BQ.1.4 CQ.1.1 DN.1.1.3 Q.4 XAK XAY.2 XB XBB.2.3.1 XBF.4 XBG	0.272 0.224 0.209 0.102 0.052 0.014 0.009999999999999898 0.007 0.006 0.005 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture04	[('Omicron', 0.515), ('Other', 0.16999999999999993), ('Iota', 0.158), ('Gamma', 0.10500000000000002), ('Alpha', 0.041999999999999996), ('A', 0.003), ('Eta', 0.002), ('Delta', 0.002), ('Beta', 0.001), ('Mu', 0.001), ('Zeta', 0.001)]	B.1.526 Other BA.2.12 P.1.4 BA.2.38 BA.2 XAP BA.1.17.2 B.1.1.7 XAJ XAR XM BA.1.13 P.1 B.1.1.161 BA.1.18 B.6 P.1.7 BA.1.24 BA.1.7 BA.2.46 B.1.1.416 BA.1.1.1 BA.1.1.11 BA.2.18 BA.2.35 BA.2.65 P.1.16 Q.1 B.1.1.376 B.1.530 BA.1.10 BA.2.13.1 BA.2.29 BA.2.32 BA.2.40.1 BA.2.64 BA.2.9.4 BA.2.9.7 P.1.14 P.1.6 B.1.1.311 B.1.1.521 B.1.525 B.1.619 B.1.620 B.23 BA.1.1.4 BA.1.16.1 BA.1.21 BA.1.5 BA.2.19 BA.2.26 BA.2.3.6 BA.2.5 BA.2.56 BA.2.68 FG.2 P.1.1 P.1.17.1 XAL A.23.1 A.27 A.28 AD.2 AY.121.1 AY.4.2.1 AZ.2 B.1.1.284 B.1.1.294 B.1.146 B.1.160 B.1.234 B.1.3 B.1.351.2 B.1.377 B.1.517 B.1.567 B.1.568 B.1.570 B.1.575 B.1.621 B.1.634 B.55 BA.1.1.15 BA.1.14.1 BA.1.15.3 BA.1.8 BA.2.1 BA.2.10.1 BA.2.23.1 BA.2.3.17 BA.2.3.2 BA.2.39 BA.2.42 BA.2.62 BA.2.70 BA.4.1.1 BD.1 BF.40 BN.1.4.2 CP.1.1 L.3 P.1.10.1 P.1.13 P.1.15 P.2 Q.7	0.158 0.11699999999999988 0.072 0.066 0.062 0.059 0.059 0.041 0.037 0.037 0.036 0.021 0.018 0.016 0.01 0.009 0.006 0.006 0.005 0.005 0.005 0.004 0.004 0.004 0.004 0.004 0.004 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture05	[('Omicron', 0.5900000000000001), ('Other', 0.4049999999999999), ('A', 0.003), ('Delta', 0.001), ('Alpha', 0.001)]	Other BA.4.1 XAJ BA.2.12 XAP B.1.1.161 BF.1 BA.5.5 BF.40 BF.15 B.1.1.376 B.1.1.189 B.4 BF.20 B.1.1.216 B.1.1.317 B.1.391 BA.5.5.2 BA.5.8 BF.3.1 BF.36 A.28 B.1.1.228 B.1.1.434 B.1.1.486 B.1.221 B.1.530 B.1.588 B.1.620 B.23 BA.4.4 BA.5.6.4 BE.1.3 CQ.1.1 A.1 AD.2 AY.124.1 B.1.1.153 B.1.1.241 B.1.1.519 B.1.1.523 B.1.1.67 B.1.110.3 B.1.177.57 B.1.260 B.1.36.39 B.1.367 B.1.396 B.1.465 B.1.503 B.1.631 BA.2.3.7 BA.2.9.7 BA.4.2 BA.4.7 BF.10 BF.11.5 BF.2 BF.5.5 BN.1.3.3 BU.3 C.36.3 CM.8.1 DB.1 DJ.1.1.1 Q.1 R.1 XBG	0.31999999999999984 0.216 0.104 0.085 0.054 0.03 0.03 0.029 0.028 0.006 0.005 0.004 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture06	[('Omicron', 0.5970000000000001), ('Delta', 0.18900000000000003), ('Iota', 0.09), ('Alpha', 0.051000000000000004), ('Other', 0.036999999999999575), ('Gamma', 0.031), ('Epsilon', 0.002), ('A', 0.002), ('Eta', 0.001)]	BA.1.17.2 AY.8 B.1.526 BA.2.12.1 XAJ B.1.1.7 XAP BA.2.23 BA.2 BA.2.12 B.1.617.2 AY.30 BA.2.11 P.1.4 BA.1.18 XAB P.1.6 AY.13 XAR B.1.1.220 BA.2.23.1 BA.2.3.15 BA.2.3.2 AY.24 BA.1.14.1 BA.2.32 AY.52 B.1.620 BA.1.24 BA.2.64 AY.54 AY.74 BA.1.15.3 BA.1.5 BA.2.16 BA.2.19 BA.2.26 BA.2.3.4 BA.2.31.1 BA.2.35 BA.2.46 BA.2.65 BA.2.9.4 XL Other AY.101 AY.17 AY.48 AY.51 AY.57 B.1.1.228 B.1.427 B.1.567 B.1.575 BA.1.19 BA.1.7 BA.2.13.1 BA.2.18 BA.2.2 BA.2.5 BA.2.54 BA.2.8 BA.2.9.7 BC.1 BF.11.5 BZ.2 C.36.3.1 P.1.13 Q.7 A.2.5 A.27 AD.2 AY.122.3 AY.16 AY.4.2.1 AY.4.8 AY.92 B.1.1.115 B.1.1.170 B.1.1.416 B.1.1.420 B.1.1.434 B.1.1.464 B.1.1.486 B.1.362 B.1.525 B.1.530 B.1.568 B.1.625 B.1.626 B.1.630 BA.1.1.4 BA.1.10 BA.1.16.1 BA.1.20 BA.1.21 BA.2.1 BA.2.3.17 BA.2.41 BA.2.48 BA.2.53 BA.2.62 BA.2.70 BA.2.9.1 BA.4.7 BA.5.1.18 BA.5.1.26 BA.5.9 BE.12 BF.21 BF.7.13.2 C.23 CM.4 CQ.1.1 CQ.2 ER.1.1 L.3 P.1.17.1 XBG	0.103 0.093 0.09 0.074 0.067 0.049 0.048 0.047 0.044 0.044 0.035 0.023 0.018 0.018 0.013 0.011 0.01 0.008 0.007 0.006 0.006 0.006 0.006 0.005 0.005 0.005 0.004 0.004 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.0029999999999995586 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture07	[('Omicron', 0.5300000000000001), ('Iota', 0.213), ('Alpha', 0.129), ('Other', 0.07099999999999981), ('Gamma', 0.055), ('A', 0.001), ('Eta', 0.001)]	BA.4.1 B.1.526 B.1.1.7 XAJ P.1.4 BF.1 BA.2.23 BA.2.12 XAP BA.2.9.4 P.1.6 Other B.1.1.192 B.1.1.220 B.1.1.161 B.1.1.279 B.1.1.326 BA.2.3.17 B.1.1.174 BA.2.23.1 BA.2.3.7 BA.2.4 BF.2 BF.3.1 BF.36 DE.1 B.1.1.311 B.1.1.329 B.1.1.376 B.1.1.434 B.1.1.486 B.1.567 B.1.620 BA.2.18 BA.2.3.15 BA.2.39 BA.2.40.1 BA.2.48 BA.2.62 BA.2.67 BA.4.1.1 BA.4.4 BF.10 BF.27 L.3 P.1.17.1 P.1.7 A.28 AD.2 AZ.2 B.1.1.153 B.1.1.216 B.1.1.317 B.1.1.464 B.1.1.519 B.1.1.523 B.1.1.70 B.1.340 B.1.349 B.1.36.9 B.1.361 B.1.362 B.1.525 B.1.544 B.1.570 B.1.588 B.1.623 B.4 BA.2.21 BA.2.3.20 BA.2.31.1 BA.2.45 BA.2.46 BA.2.9.7 BA.4.1.8 BA.4.3 BA.4.6.4 BA.4.7 BA.5.5.3 BA.5.8 BF.11.5 BF.40 BF.7.13.2 BF.7.6 BF.9 BG.4 BN.1.3.3 BQ.1.4 BW.1.1.2 C.36.3 CL.1.1 CR.1.1 D.2 DF.1.1 DG.1 DN.2 EF.1.3 P.1.10.1 P.1.14 Q.1 Q.3 Q.4 R.1 XAY.1.1.1 XB XBB.1.16.6 XW	0.234 0.213 0.126 0.091 0.043 0.034 0.033 0.031 0.024 0.007 0.006 0.005999999999999783 0.005 0.005 0.004 0.004 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture08	[('Omicron', 0.9740000000000001), ('Other', 0.0219999999999999), ('A', 0.002), ('Delta', 0.001), ('Eta', 0.001)]	BA.4.1 BA.2 BA.1 BA.2.12.1 BA.5.5 BA.2.23 BA.4 XQ BA.2.29 XAP BA.2.32 BA.2.9.7 BA.1.24 BA.1.5 BA.5.3.4 Other BA.1.9 BA.5.1.11 B.1.1.529 BA.1.12 BA.2.16 BA.2.39 BA.2.46 BA.2.64 BA.4.1.1 BA.5.8 B.3 B.4 BA.2.26 BA.2.3.1 BA.2.3.15 BA.5.1.33 XS A.2.5.2 A.28 AY.17 B.1.1.420 B.1.1.486 B.1.1.521 B.1.160.16 B.1.36.9 B.1.409 B.1.525 B.1.544 B.1.568 B.1.634 B.6 BA.1.14.1 BA.1.15.2 BA.1.16.1 BA.1.19 BA.1.6 BA.1.8 BA.2.13.1 BA.2.23.1 BA.2.3.12 BA.2.48 BA.2.65 BA.2.70 BA.4.2 BA.4.4 BA.4.6.2 BA.4.7 BA.5.1.30 BA.5.1.4 BA.5.1.6 BA.5.2.14 BA.5.5.1 BA.5.5.2 BA.5.9 BE.1.3 BF.7.4.2 BF.7.5.1 BG.2 BN.1.4.5 BQ.1.8.2 BT.2 BW.1 CL.1.1 CQ.1.1 DF.1.1 EF.1.3 XAD XAY.2 XBG XW	0.254 0.237 0.13 0.083 0.077 0.033 0.022 0.018 0.008 0.007 0.006 0.006 0.005 0.005 0.005 0.004999999999999893 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture09	[('Other', 0.993), ('Delta', 0.003), ('A', 0.002), ('Omicron', 0.002)]	Other B.23 AY.64 B.3 A.1 A.28 AY.91.1 B.1.214.2 B.1.36.39 B.1.469 B.1.567 B.1.619 B.4 BN.1.4.2 C.36.3 L.3 XAJ	0.98 0.003 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture10	[('Omicron', 0.9780000000000001), ('Other', 0.016999999999999897), ('A', 0.003), ('Delta', 0.001), ('Alpha', 0.001)]	BA.2 BA.1 BA.2.23 BA.2.3.2 BA.1.18 XAP B.55 BA.2.8 BA.2.19 BA.2.44 BA.2.48 XS B.23 BA.1.1.4 BA.1.12 BA.1.15.3 BA.1.5 BA.1.7 BA.1.9 BA.2.18 BA.2.2 BA.2.29 BA.2.3.11 BA.2.3.4 BA.2.32 BA.2.35 BA.2.40.1 BA.2.41 BA.2.46 BA.2.53 BA.2.62 BA.2.9.7 BC.1 Other A.2.5.2 A.23.1 A.27 AY.42.1 B.1.2 B.1.530 B.1.620 B.1.634 B.6 BA.1.14.1 BA.1.16 BA.1.17.2 BA.1.19 BA.2.22 BA.2.23.1 BA.2.25 BA.2.3.12 BA.2.3.17 BA.2.31.1 BA.2.37 BA.2.39 BA.2.4 BA.2.63 BA.4.3 BE.4.1.1 BG.4 BN.3.1 BU.3 CM.2 GE.1 Q.1 XAK XB XBG	0.631 0.222 0.025 0.009 0.008 0.007 0.004 0.004 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.0019999999999998908 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
