	summarized	lineages	abundances	resid	coverage
Mixture01	[('Omicron', 0.8340000000000002), ('Other', 0.12299999999999978), ('Iota', 0.014), ('Alpha', 0.011), ('Delta', 0.007), ('Gamma', 0.006), ('A', 0.003), ('Eta', 0.001), ('Mu', 0.001)]	BA.1 Other BA.2 XQ XAD B.1.526 XAB BA.2.12 B.1.1.326 B.1.1.7 BA.2.18 BA.2.1 BA.2.9.4 Q.4 B.1.1.161 B.1.1.189 B.3 BA.1.24 BA.2.10 BF.27 P.1.10.1 P.1.17 XBB.1.5.86 XW AY.30 AZ.2 B.1.1.434 B.1.177.77 B.1.588 B.23 B.4 BA.1.1.4 BA.1.15.3 BA.1.16.1 BA.1.5 BA.2.3.15 BA.2.39 BA.2.40.1 BA.2.5 BA.2.8 BA.2.9.7 BA.4.3 BF.10 BF.36 BF.9 C.23 CQ.1.1 FH.1 XBB.1.5.32 XBB.1.5.41 XBB.1.5.60 A.2.5.2 A.23.1 A.28 AY.4.10 AY.52 AY.54 AY.57 AY.9.2 B.1.1.153 B.1.1.198 B.1.1.294 B.1.1.311 B.1.1.486 B.1.1.521 B.1.1.523 B.1.1.67 B.1.160 B.1.177.87 B.1.2 B.1.214.2 B.1.367 B.1.375 B.1.525 B.1.568 B.1.587 B.1.619 B.1.625 B.1.626 B.1.634 B.6 BA.1.14.1 BA.1.17.2 BA.1.8 BA.2.12.1 BA.2.29 BA.2.3.7 BA.2.32 BA.2.42 BA.2.45 BA.2.46 BA.2.48 BA.2.53 BA.2.55 BA.2.62 BA.2.63 BA.2.64 BA.2.70 BA.4.1.1 BA.5.11 BA.5.2.23 BA.5.2.25 BB.2 BE.12 BF.16 BF.20 BF.7.4.1 BG.2 BQ.1.25.1 BQ.1.28 BZ.2 CA.1 CC.1 CK.2.1.1 CL.1 DE.1 DS.2 FD.2 FG.2 L.3 Q.7 XAL XB XBB.1.5.49 XBB.2.5 XBT	0.637 0.07099999999999973 0.033 0.018 0.015 0.014 0.013 0.011 0.006 0.006 0.005 0.004 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture02	[('Omicron', 0.785), ('Other', 0.13299999999999998), ('Delta', 0.02600000000000001), ('Iota', 0.023), ('Alpha', 0.02), ('Gamma', 0.006), ('A', 0.003), ('Beta', 0.002), ('Eta', 0.001), ('Zeta', 0.001)]	BA.1 Other B.1.526 Q.4 B.1.1.161 B.1.1.7 BA.1.1.1 AY.53 B.6 B.3 BA.1.18 BA.1.8 P.1.10.1 AY.30 AY.4.2.3 AY.51 AY.54 AY.8 AY.9.2 B.1.1.277 B.1.1.307 B.1.1.486 B.1.214.2 B.1.221 B.1.351.5 B.1.391 B.1.471 B.1.509 B.1.568 B.1.619 B.4 BA.1.12 BA.1.13 BA.1.20 BA.1.24 BC.1 C.23 A.2.5.2 A.23.1 A.28 AY.113 AY.13 AY.16.1 AY.17 AY.24 AY.3.3 AY.35 AY.49 AY.52 AY.78 AZ.2 B.1.1.198 B.1.1.311 B.1.1.416 B.1.1.434 B.1.1.519 B.1.1.70 B.1.160.16 B.1.177.87 B.1.375 B.1.465 B.1.525 B.1.567 B.1.570 B.1.620 B.1.626 B.1.634 B.39 B.55 BA.1.10 BA.1.14.1 BA.1.15.2 BA.1.16 BA.1.16.1 BA.1.5 BA.1.9 BD.1 BF.40 CM.4 P.1.1 P.1.14 P.1.15 P.2 Q.1 R.1 XH	0.751 0.07299999999999995 0.023 0.011 0.01 0.008 0.007 0.004 0.004 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture03	[('Omicron', 0.9780000000000002), ('Other', 0.02400000000000001), ('A', 0.002), ('Delta', 0.001), ('Alpha', 0.001)]	BA.4.1 BA.2 BA.5.5 BA.2.12.1 BA.2.23 BF.1 B.1.1.161 BA.2.12 BF.9 BA.2.3.7 BA.2.11 BA.2.32 BA.5.1.33 BA.2.19 BA.4.1.6 BA.5.3.4 BA.5.3.5 BA.5.5.2 BA.5.8 BF.36 B.23 BA.2.35 BA.2.41 BA.2.48 BA.2.5 BA.2.52 BA.2.70 BA.2.73 BA.2.9.7 BA.4.1.8 BA.4.4 BA.5.1.19 BA.5.1.9 BA.5.2.19 BF.10 BF.27 BF.5.5 BW.1 CQ.1.1 XAZ A.27 A.28 AY.43.6 B.1.1.198 B.1.1.284 B.1.1.434 B.1.160.16 B.1.36.31 B.1.509 B.1.620 B.1.625 B.4 BA.1.1.4 BA.1.16.1 BA.2.10.1 BA.2.18 BA.2.2 BA.2.20 BA.2.26 BA.2.3.1 BA.2.3.11 BA.2.3.15 BA.2.53 BA.2.54 BA.2.62 BA.2.63 BA.2.9.4 BA.4.6 BA.4.6.1 BA.5.1.11 BA.5.1.26 BA.5.11 BA.5.2.8 BA.5.5.3 BA.5.9 BE.1.3 BE.12 BE.3 BF.16 BF.20 BF.21 BF.24 BF.7.13.2 BG.2 BG.4 BQ.1.28 C.23 C.36.3 CR.1.1 DF.1.1 Q.4 R.1 XAK XB XE XH	0.397 0.27 0.081 0.05 0.035 0.013 0.009 0.009 0.008 0.005 0.004 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture04	[('Omicron', 0.8930000000000001), ('Other', 0.06799999999999982), ('Iota', 0.015), ('Gamma', 0.010000000000000002), ('Alpha', 0.007), ('Eta', 0.002), ('A', 0.002), ('Delta', 0.002), ('Zeta', 0.001)]	BA.1 Other B.1.526 XM B.1.1.161 XAJ BA.2.3.15 BA.2.40.1 BA.1.7 BA.2.9.4 P.1 P.1.13 Q.4 XAR B.1.1.434 B.1.1.523 B.1.1.7 B.1.221 B.1.525 B.1.620 B.3 BA.1.1.15 BA.1.1.4 BA.1.15.3 BA.1.16 BA.1.24 BA.1.8 BA.2.19 BA.2.46 BA.2.8 CR.1.1 D.2 P.1.10 Q.7 XAD XAL A.21 A.28 AY.4.2.1 AY.85 AZ.2 B.1.1.153 B.1.1.170 B.1.1.279 B.1.160.16 B.1.177.77 B.1.2 B.1.367 B.1.568 B.1.619 B.1.625 B.1.634 B.1.637 B.6 BA.1.14.1 BA.1.19 BA.1.9 BA.2.3.1 BA.2.32 BA.2.50 BA.2.53 BA.2.70 BD.1 BF.7.13.2 CM.4 P.1.1 P.1.17.1 P.2	0.81 0.031999999999999806 0.015 0.014 0.01 0.01 0.009 0.006 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture05	[('Omicron', 0.554), ('Other', 0.44199999999999995), ('A', 0.002), ('Delta', 0.001), ('Eta', 0.001)]	BA.4.1 Other B.1.1.161 XAJ XAP BA.2.12 BF.15 B.23 B.6 BA.2.9.4 BA.2.3.5 BF.1 BF.10 BF.40 BF.9 B.1.544 B.1.620 B.3 BA.2.3.10 BA.2.3.15 BA.2.70 BA.4.1.1 BF.1.1 BF.2 BF.22 BF.27 BF.3.1 BK.1 BV.1 XB A.23.1 A.28 AY.4.2.1 AZ.2 B.1.1.198 B.1.1.519 B.1.214.2 B.1.258.17 B.1.367 B.1.469 B.1.525 B.55 BA.2.31.1 BA.2.48 BF.14 BF.7.4.2 C.36.3 CM.4 CR.1.1 DN.1.1.3 L.3 XBF.6	0.353 0.2719999999999999 0.143 0.079 0.061 0.006 0.006 0.005 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture06	[('Omicron', 0.926), ('Other', 0.05300000000000002), ('Delta', 0.011000000000000003), ('Iota', 0.006), ('Alpha', 0.005), ('Gamma', 0.003), ('A', 0.002)]	BA.1 B.1.1.161 BA.1.9 B.1.526 BA.1.19 B.3 BA.1.7 BA.2.5 B.1.1.416 BA.1.5 BA.1.15.3 BA.1.8 BA.2.12.1 BA.2.3.7 BA.2.40.1 BA.2.9.4 BD.1 Q.4 XAL AY.17 AY.4.10 AY.9.2 B.1.1.170 B.1.1.228 BA.1.1.4 BA.1.24 BA.2.26 BA.2.3.12 BA.2.3.15 BA.2.35 BA.2.39 L.3 P.1.13 Q.7 A.23.1 A.28 AY.30 AY.35 AY.4.4 AY.54 AY.62 B.1.1.186 B.1.1.294 B.1.1.434 B.1.1.464 B.1.1.486 B.1.1.523 B.1.160.16 B.1.214.2 B.1.361 B.1.509 B.1.568 B.1.570 B.1.620 B.1.626 B.1.634 B.6 BA.1.10 BA.1.14.1 BA.2.2 BA.2.32 BA.2.54 BA.2.65 BA.2.70 BN.1.4.5 C.16 CP.1.1 CP.8 CQ.1.1 DF.1.1 P.1.10.1 R.1	0.839 0.02 0.017 0.006 0.006 0.005 0.005 0.005 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture07	[('Omicron', 0.4690000000000001), ('Iota', 0.186), ('Other', 0.16600000000000004), ('Alpha', 0.12200000000000001), ('Gamma', 0.056999999999999995), ('Delta', 0.002), ('A', 0.002)]	BA.4.1 B.1.526 B.1.1.7 XAJ P.1.4 B.1.1.161 B.1.1.83 XAP B.1.533 BF.9 B.1.371 P.1.6 B.1.453 BF.11.4 BF.3.1 P.1.7 BA.4.1.6 BF.16 BF.27 BF.5 Q.1 AY.85 B.1.1.10 B.1.1.216 B.1.1.277 B.1.1.284 B.1.1.434 B.1.1.70 B.1.110.3 B.1.146 B.1.22 B.1.3 B.1.319 B.1.324 B.1.356 B.1.568 B.1.588 B.1.619 B.1.626 B.4 BA.4.7 BA.5.2.14 BF.1 BF.20 BF.22 BF.7.13.2 Q.4 Q.7 A.27 A.28 AZ.2 B.1.1.186 B.1.1.279 B.1.1.291 B.1.1.294 B.1.1.416 B.1.1.464 B.1.1.486 B.1.1.63 B.1.160.16 B.1.177.73 B.1.214.2 B.1.311 B.1.340 B.1.367 B.1.409 B.1.433 B.1.480 B.1.503 B.1.567 B.1.570 B.1.587 B.1.630 B.1.634 B.6 BA.2.9.4 BA.2.9.7 BA.4.1.1 BA.4.2 BA.5.2.58 BE.10 BF.1.1 BF.11.5 BF.21 BF.40 BF.7.5.1 BQ.1.13.1 BQ.1.4 CL.1.1 CM.8.1 D.2 DG.1 R.1	0.309 0.186 0.115 0.068 0.046 0.043 0.037 0.034 0.011 0.01 0.007 0.007 0.005 0.004 0.004 0.004 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture08	[('Omicron', 0.9720000000000001), ('Other', 0.020000000000000007), ('A', 0.006), ('Delta', 0.002)]	BA.1 BA.4.1 BA.2.23 XQ BA.1.9 BA.1.6 BA.1.12 B.23 XM BA.1.1.4 BA.2.3.7 A.2.5 B.1.1.434 B.1.146 B.3 BA.1.14.1 BA.1.15.3 BA.1.20 BA.1.5 BA.1.7 BA.2.13.1 BA.2.3.15 BA.2.48 BA.2.54 BA.4.1.1 BA.4.7 BC.1 CC.1 XAZ XE XS A.21 A.23.1 A.27 A.28 AY.47 AY.73 B.1.160.16 B.1.177.86 B.1.214.2 B.1.619 B.1.620 B.1.631 BA.1.1.15 BA.1.10 BA.1.19 BA.1.21.1 BA.1.24 BA.2.22 BA.2.3.4 BA.2.3.6 BA.2.32 BA.2.39 BA.2.53 BA.2.63 BA.2.9.7 BA.5.3.2 BA.5.9 BD.1 BF.24 BF.7.13.2 BG.4 BN.1.2.3 BW.1.1.2 CD.2 CH.1.1.14 CQ.1.1 DF.1.1 DJ.1.1.1 DS.2 XAY.2 XL XZ	0.825 0.02 0.017 0.016 0.01 0.009 0.006 0.005 0.004 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture09	[('Other', 0.992), ('A', 0.003), ('Delta', 0.002), ('Eta', 0.001), ('Omicron', 0.001), ('Alpha', 0.001)]	Other B.1.22 B.1.1.486 B.1.544 B.1.568 A.27 A.28 A.29 AY.123 AY.4.10 B.1.1.170 B.1.1.198 B.1.1.523 B.1.160 B.1.2 B.1.367 B.1.375 B.1.409 B.1.471 B.1.509 B.1.525 B.1.570 B.1.619 B.1.620 B.39 B.4 CR.1.1 Q.7 XB	0.963 0.007 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
Mixture10	[('Omicron', 0.9790000000000001), ('Other', 0.016999999999999897), ('A', 0.003), ('Eta', 0.001)]	BA.1 XQ BA.2.23 BA.2 BA.2.25 BA.2.40.1 BA.1.18 BA.2.19 BA.2.3.15 BA.1.20 BA.1.24 BA.2.41 XM Other B.23 BA.1.5 BA.1.8 BA.2.18 BA.2.26 BA.2.31.1 BA.2.53 BA.2.54 XL B.1.409 B.3 BA.1.1.4 BA.1.12 BA.1.14.1 BA.1.7 BA.2.1 BA.2.13.1 BA.2.32 BA.2.35 BA.2.39 BA.2.46 BA.2.70 BA.2.8 BG.2 A.1 A.27 A.28 B.1.160 B.1.177.18 B.1.36.39 B.1.525 B.1.544 B.1.620 B.1.634 BA.1.15.3 BA.1.16 BA.2.10 BA.2.16 BA.2.29 BA.2.4 BA.2.44 BA.2.48 BA.2.5 BA.2.65 BA.2.73 BA.2.9.3 BA.2.9.6 BA.2.9.7 BA.4.7 BC.1 BF.7.13.2 BF.7.4.2 BN.1.4.1 BN.1.4.5 CQ.1.1 XAZ XBB.1.16.6	0.596 0.116 0.109 0.041 0.007 0.006 0.005 0.005 0.005 0.004 0.004 0.004 0.004 0.0039999999999998925 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001		
