location	A.23.1_Lower	AV.1_Lower	AY.4.2_Lower	B.1.1.318_Lower	B.1.1.7_Lower	B.1.351_Lower	B.1.525_Lower	B.1.617.1_Lower	B.1.617.2_Lower	B.1.617.3_Lower	B.1.621_Lower	B.1.623_Lower	BA.1_Lower	BA.2_Lower	BA.2.75_Lower	BA.2.86_Lower	BA.3_Lower	BA.4_Lower	BA.4.6_Lower	BA.5_Lower	BQ.1_Lower	C.36.3_Lower	C.37_Lower	CH.1.1_Lower	EG.5.1_Lower	P.1_Lower	P.2_Lower	P.3_Lower	XBB_Lower	XBB.1.16_Lower	XBB.1.5_Lower	XD_Lower	XE_Lower	undetermined_Lower	A.23.1	AV.1	AY.4.2	B.1.1.318	B.1.1.7	B.1.351	B.1.525	B.1.617.1	B.1.617.2	B.1.617.3	B.1.621	B.1.623	BA.1	BA.2	BA.2.75	BA.2.86	BA.3	BA.4	BA.4.6	BA.5	BQ.1	C.36.3	C.37	CH.1.1	EG.5.1	P.1	P.2	P.3	XBB	XBB.1.16	XBB.1.5	XD	XE	undetermined	A.23.1_Upper	AV.1_Upper	AY.4.2_Upper	B.1.1.318_Upper	B.1.1.7_Upper	B.1.351_Upper	B.1.525_Upper	B.1.617.1_Upper	B.1.617.2_Upper	B.1.617.3_Upper	B.1.621_Upper	B.1.623_Upper	BA.1_Upper	BA.2_Upper	BA.2.75_Upper	BA.2.86_Upper	BA.3_Upper	BA.4_Upper	BA.4.6_Upper	BA.5_Upper	BQ.1_Upper	C.36.3_Upper	C.37_Upper	CH.1.1_Upper	EG.5.1_Upper	P.1_Upper	P.2_Upper	P.3_Upper	XBB_Upper	XBB.1.16_Upper	XBB.1.5_Upper	XD_Upper	XE_Upper	undetermined_Upper
Mixture11	1.6429229855399553e-19	0.0010601770652089943	1.4986420091946414e-23	6.921239511472862e-22	0.0004370783577469216	1.2705280751862464e-05	6.156156406149317e-14	1.3983583346631407e-23	3.433284651875186e-24	3.8465296178731516e-18	6.111779738234999e-07	1.9042123601575742e-23	1.085654382880303e-27	0.8379636054766846	0.0007801725398807599	1.798092824924042e-20	2.160430951786521e-22	6.002780942012059e-26	4.917206042520614e-25	2.058674845379965e-21	1.459229170061856e-26	1.63337689526077e-27	3.6819819675036425e-23	3.9379543516901255e-19	1.5780918644515538e-24	1.272473547665364e-17	2.294944670178848e-28	0.001228065082336865	1.1179921935452107e-24	2.1419611478059027e-23	2.632710927199341e-25	0.0016060208671523691	6.049585463129705e-22	6.59911518651568e-26	0.0018422996387113665	0.004821410943562031	0.004867163218408818	0.002343649768368433	0.0032811364468573316	0.0053730759139158524	0.0053380049734727385	0.0029004115622923367	0.002719020792694994	0.0037256046000851122	0.0041862372076171715	0.0018060972679202095	0.0021346498162149456	0.8619364194466275	0.007374979267626762	0.0037001908869310905	0.008735478726427317	0.002667876829244609	0.0018092345751922001	0.004537363257549047	0.0012541494013148873	0.000810975343783076	0.0041012006374549015	0.004730629579392505	0.0020344409084720578	0.0029039656371840712	0.0004708244650772457	0.007494912522240875	0.00247394159292064	0.0025383715831925964	0.0007726648312602682	0.014828177809319033	0.01557193618931956	0.0006323679124911666	0.003824566715846279	0.008672546904983704	0.011911824244263855	0.006272395372259401	0.008309503936666941	0.010402572386030482	0.009570001058939633	0.011066048242293687	0.011435419315520879	0.009334493790765199	0.008055358527713585	0.006666593396958578	0.009988199702619065	0.9279998265101124	0.015416470249460497	0.0082300819207396	0.0551707383383997	0.009109134770637132	0.008014269294910024	0.017944188039334653	0.004991888624327873	0.0025082775752193133	0.03432708653202465	0.009761290138068042	0.009596252218835553	0.006916131498216776	0.002891143856887226	0.01554469177397508	0.008515809862099193	0.006233774657603044	0.0041698650764865	0.1033527743506657	0.020349259136946553	0.010364319463091019
Mixture12	4.6355161751095384e-30	0.0005697964194163944	1.2875574715438427e-22	1.7558337740984908e-20	2.1978971053607728e-14	7.123710836149028e-19	3.8706320930098997e-22	1.3400681398680584e-20	7.56706944571587e-24	1.6141557100462393e-20	4.411700161119002e-21	2.71326932752738e-24	1.4044684152596378e-26	4.1901845885963296e-29	1.7289802264015188e-18	5.489506412467102e-22	2.279100285674346e-21	3.6698233880588766e-23	9.715372935202519e-24	0.6741919122740461	2.5052783476603728e-27	1.7288485838806462e-25	3.652700206044063e-26	5.64084314667178e-19	1.5279861139930017e-24	3.029039225992916e-22	1.3586254742865481e-25	4.398866927995348e-20	1.766861484005308e-25	3.945215150901892e-21	1.2410256089673498e-26	6.769824610971375e-13	8.972919801314387e-21	2.3071222571488433e-26	0.00021833473181965093	0.006791920101849936	0.0020873869546458256	0.001700301182356308	0.0021380772992063476	0.003770414229142625	0.0025289971094664713	0.002490051027510788	0.001371801996885098	0.0033349071002009133	0.001747721015764198	0.001690542420608441	0.0009543591220396375	0.002884020919764676	0.004683733872366562	0.0013842642071764577	0.010881379337727702	0.022991798281359156	0.0012528371723443843	0.892380592378657	0.0005415189130398399	0.000766728895519113	0.0007590964270214754	0.005325533229640443	0.0009051540322255622	0.0020104233995884764	0.000804973450854346	0.005551096803640064	0.0009083166564063629	0.002393509422561276	0.00015843426054025744	0.006209067570257343	0.0040133095658180335	0.00023131961278886795	0.0019394042717723245	0.015287078648797374	0.008593810051021403	0.005154587039857423	0.0065902908113109355	0.01106932795240053	0.006429679833454405	0.010501635504073436	0.007292696344238924	0.0072225821131111645	0.006389998026462654	0.007212051621851458	0.0038799670571430032	0.00712430983877394	0.014423051936906678	0.007044769787253375	0.023777565661601618	0.21264354579202607	0.008761410558843899	0.9603254992223703	0.006930433807038261	0.0045307565467238185	0.004901861674857764	0.011884933661027256	0.0071243282531647965	0.00798105625655639	0.005349820837959766	0.011148014023522257	0.00409246359408952	0.010416387507772486	0.0009619034008183826	0.01950609136611236	0.009707050455704448	0.002852388109429376
Mixture13	1.8290134010289515e-32	1.9096564429088946e-20	8.203324020321385e-27	1.7324516137796095e-27	2.3936362985024555e-27	1.3892859404562452e-23	9.896352922791353e-24	1.1627807462299739e-23	6.039965135520187e-24	0.00021108233146939061	1.465197461533774e-23	4.370995973115801e-25	1.5264635569406852e-30	1.1431523838327523e-23	1.0461915130747504e-27	7.927156092728313e-27	5.0036951860204105e-24	1.0582186774408324e-13	7.489605144155447e-28	2.4450656691280243e-21	4.979945586983587e-25	5.1326889209363336e-26	1.0436773678931626e-27	9.105119785563817e-26	4.485888539806152e-26	1.8228533305747546e-24	3.93821551329339e-30	3.0771293980596762e-24	1.3776093302483204e-24	1.8863905660213616e-28	6.577966365903522e-28	1.6965024368148068e-26	0.0025386756530190314	6.475448501027961e-28	0.00037503385067554594	0.003934729390191939	0.0031201720739734745	0.0010155667590103304	0.0014311612684405554	0.002301376546202638	0.0018955808255052792	0.003792490542366979	0.005699883154311448	0.004346880868547843	0.0024222701644474763	0.0013589753724681094	0.000587621218860538	0.3250710302128017	0.0032249911933217	0.0011304441293305898	0.009306788826643408	0.4812314921335771	0.0003510971291578368	0.016426988364654112	0.0003394728933073484	0.0006059197257798518	0.00030918511396327357	0.007719617805297408	0.0005700111849920084	0.0013893629547060118	0.00020986583879226836	0.002091072842713001	0.0023031935100305515	0.0006821304845186138	6.088242822612853e-06	0.01042549548300421	0.10028550860775262	0.0026073400193910574	0.0023879834119055945	0.010527537636782403	0.010440762019398466	0.00434166114106721	0.005163172173400547	0.0074624563461031254	0.006323323418041475	0.015938996719412134	0.008135020520978205	0.010091077639074955	0.007016043077153995	0.007237970831376734	0.003382311591363815	0.8678970235590406	0.010947183946574379	0.006452133869145677	0.027391460964555445	0.8954668590525549	0.0036601461317460446	0.06341749901293482	0.005628765324308906	0.004121865136573997	0.0031184272306796082	0.009813849176973265	0.005737222582795997	0.004876644228463096	0.0018041034087181366	0.010105535905981669	0.00790585358843508	0.004305848245695203	3.127032087552041e-11	0.016341428027960528	0.8233118891736685	0.00010402696979586592
Mixture14	1.4432509010736044e-23	0.001233859582456929	0.003059361028611492	1.2058092490076176e-26	0.00034567812595975476	4.160166846831479e-13	0.0020162080780639943	1.7211460251061227e-25	1.3823707319186413e-27	3.839149952947751e-10	3.088322673604809e-23	1.282832209239925e-19	0.0005721269979242853	2.9961880630603937e-32	0.0014965284072686563	0.0010212502578663258	0.0013055920077016045	8.861309799794219e-31	0.0007994867010705785	2.3881636740546895e-21	3.277362832084098e-29	1.7081381602513465e-31	7.1633567672794715e-28	1.1427204678886154e-20	0.0018184106841325634	1.0705123608976296e-12	8.933898237168321e-28	8.808742227868866e-23	6.789018711792079e-17	0.002510673512095055	0.0017508224909596494	0.002671252957970019	3.329846833205688e-11	0.2936034529298012	0.0014887115528248354	0.005136335111588162	0.029832365624074444	0.001985432500174125	0.002469881170004851	0.004222846718756272	0.005022073469791024	0.002771664439477797	0.0011010437309264777	0.003771094332277534	0.002621401259473863	0.003495718388994895	0.004443824198154104	0.004693531534049404	0.004972449049257147	0.009641145017275284	0.009731771235894686	0.01721287758317075	0.007816636420179771	0.008366139586228581	0.022893982069032755	0.0010862684393595306	0.001318316008965614	0.00657841490719089	0.005480656710113099	0.0032981898057540117	0.005551817281805969	0.0031206979153214063	0.0026395333863948765	0.0051262790786728305	0.0652577687463442	0.008021634571661428	0.003863379032928063	0.7324962379538765	0.0038151777563185415	0.011754743309512004	0.4346663978821942	0.005989519851298596	0.00621341216810732	0.01237555625276922	0.00900499118722925	0.00943316847498334	0.0042307719372252275	0.008643459687882394	0.009157946688194874	0.009676851020312089	0.010074700620378083	0.006727981970116182	0.01109065630415161	0.007073541247470689	0.010923381899219072	0.28874606467756875	0.00838245981780226	0.041463638249543515	0.438175647011232	0.0034017081670842998	0.004905392783354834	0.014144710055687675	0.013914128624276868	0.006216436495282796	0.004407708472185814	0.008578547258535947	0.005667933489730066	0.007346254451297732	0.44656163880856264	0.016676718153890706	0.008086031108989578	0.9054141133697082
Mixture15	6.936685962613121e-29	0.0013147087810645127	6.442994322508182e-20	6.291933552408576e-20	0.4252836318215639	3.4578030382273254e-22	0.0001789146764290539	3.159661634626791e-24	6.820112594986279e-28	3.3891462464659826e-18	0.00017606349504368894	1.6835910076387565e-21	4.433200077162163e-19	2.6142533048137496e-27	0.0010241834992888437	4.8362249907335536e-20	2.5556132772029605e-17	4.38525086822467e-25	2.684298345352232e-23	1.7097206228350923e-22	7.741477501448687e-26	7.3881177565457e-25	1.0485499533302135e-25	2.918523308321762e-26	9.972799349538041e-20	1.1716864026808682e-17	8.125033338421961e-27	5.6403261823857305e-15	2.160793914104792e-25	7.599668960455201e-19	1.200546878233125e-24	1.0455435132155351e-14	7.948806475429315e-19	1.1311919501848473e-28	0.0014576344538467915	0.006147709278825461	0.007051471112696391	0.0015161466566089726	0.4497026464955993	0.003561760505353685	0.0041909657180974206	0.003861270825994501	0.0010807822756155534	0.003017128282240383	0.004460692560510975	0.002856856314259312	0.0027042649313550947	0.0003906358136829928	0.005391676635715432	0.003237157589415306	0.00841291215100503	0.003304887352615814	0.0030603139558010523	0.005314890083842157	0.0003894471698963914	0.001290302711533721	0.00040498803351199543	0.002562397446597729	0.00260666761882981	0.0029992361795998534	0.0010975482784271035	0.0043595717179920985	0.0006386093947251734	0.004550170533542929	0.002280701855755436	0.0032321340944377296	0.0018706144542392728	0.001293161022229875	0.0041947760638079866	0.010925198454816243	0.014536799889891806	0.00454153177867948	0.47543973778661297	0.008775757970719004	0.008595698924325101	0.01632524696806848	0.005422722108037756	0.008336672271917412	0.009243769616586692	0.008467994284420582	0.0067347921576173175	0.003017081407133431	0.01075260314121934	0.009544618442240587	0.019104892578804728	0.00924678474875551	0.0103522575625196	0.019895450972739308	0.0027256541647993453	0.004850755749861306	0.0022992541886138803	0.007381925280898189	0.010812341159081343	0.007519729974591157	0.005623855452473326	0.011746704451259173	0.0024237622533394864	0.009436968942353952	0.008238776307199863	0.010746477856977549	0.005425881169751481	0.013209589934615532
Mixture16	1.5865030977269948e-24	4.828493903815802e-09	7.330268886851547e-20	1.1830732669212237e-26	7.897724791477036e-18	1.357196486346549e-21	0.0002061426995588397	1.8751937719883446e-26	7.350515490867661e-25	2.991702526966803e-05	6.74445550447204e-19	3.7650740552253426e-24	1.5273995552244165e-22	3.5071127045727965e-28	5.384941141119455e-16	1.8632286863889646e-21	2.0263732024668902e-17	3.5458475425515363e-25	1.3758269218937042e-22	1.355907681114568e-21	7.964729145629225e-25	2.5709701772257905e-27	5.155305788564408e-28	1.2688623928888276e-23	4.0346731617321323e-20	0.9053006458607198	8.042927768323832e-26	4.0767197068632055e-24	1.2092514685394499e-23	0.0003050384013954301	1.1440516774860185e-24	2.2509820038146698e-09	1.9855807183971572e-11	5.736912307910444e-26	0.00040430321324416783	0.003408835888990606	0.006228763759376981	0.0006354284229719766	0.001045078456477807	0.0022172451007473103	0.0036852755623729945	0.0010683122533005414	0.0011211932710102433	0.00345197321455093	0.0026879013106782816	0.000812404471601038	0.00142757121122038	0.0005421586937025613	0.0034650114339835956	0.0016654282021615083	0.0035104594465430283	0.0024191889769569603	0.0011252353543911794	0.002866001499096255	0.0001700221898467076	0.00023929376128967574	0.00040442152696410855	0.0014565926993891762	0.002498536287340031	0.9325404339545844	0.00046082894728964266	0.0028889999347938965	0.0017569773927217042	0.005127155065163503	0.0003379967822878095	0.003845721696560262	0.0033405087661266424	9.966279578622752e-05	0.002161237396945494	0.008370546825575679	0.017582337956954908	0.0030563511821354626	0.0028533074174986644	0.007078724091020801	0.0076731575293291845	0.0051992067069512446	0.005416728110001573	0.00815888472512428	0.006438994762219751	0.005166983479869742	0.004493454173904354	0.004848847891495852	0.008291025900800759	0.007303692953930104	0.008337104083292395	0.008984555768049055	0.0061278666311662695	0.010050586480717588	0.0016869808515203514	0.0018712101266552474	0.0022108695651231083	0.007780634698650792	0.00944806948172479	0.9528598250896502	0.0037335923985737807	0.014603034702916882	0.004654656289900806	0.009001927723011938	0.002301471141680007	0.009205703577068675	0.007033798374123662	1.388022962184829e-07
Mixture17	3.3896366458254706e-22	0.0022845764321467537	0.0025569448900706073	8.770120850944909e-19	2.72005009468568e-26	0.002837638011781678	0.004008779871582226	1.3349486630741848e-25	6.147293394824763e-30	0.0006404640284006807	0.0004572371242843845	0.0002612202482614731	1.4242569596022567e-16	3.944213639416285e-26	0.001315865130125902	0.000167698084273164	0.0037687086199085706	2.4874547418142183e-28	2.128401895366687e-07	9.757583425972602e-20	5.785983548095975e-30	3.9143170646540134e-13	2.2651391079874127e-27	1.844018191120103e-27	2.7013971646696954e-14	0.0011848313852825003	0.00026652679686963696	3.196557172556051e-05	3.6650139067862894e-21	0.0010592219833835557	2.618475976706525e-21	0.001975826777451092	1.149083496324682e-15	4.446237826392022e-21	0.0021103542144821665	0.0058872880032518286	0.013175942754794091	0.0023410422017830367	0.002312741898773476	0.15144147798505928	0.007892458307470407	0.005221403158191814	0.0007610080259886275	0.004053328645447652	0.007190510368534201	0.013744418854446692	0.0035224572257825633	0.001287632210463778	0.006893274864302618	0.010085635307536856	0.007995234835482036	0.012036228818309711	0.005631124565604764	0.0107027856699941	0.010894825393571514	0.0017956862166959861	0.00046215504283255164	0.003732074476498134	0.005948659168700716	0.0048155457409561255	0.02554968382223915	0.00658201009023372	0.0026784428634557657	0.0050478333122026065	0.03813021540342713	0.005647491158611525	0.0034881285591443095	0.6086281589369577	0.006147291765174056	0.0125281591889535	0.014089597040548893	0.0073886963248042	0.005677744102760388	0.8818595379713364	0.012371773193283147	0.015859657852625393	0.005942641139173721	0.008666700902190525	0.014679310235614343	0.013631684977678827	0.010103793264518143	0.0053158797405677615	0.015976721038772738	0.010270672850112997	0.014328784441410326	0.015381030043930329	0.014320265074181743	0.05583512286247397	0.0077260219768675135	0.0036694711453207547	0.0019280934839193257	0.010915057388466503	0.01667773242505467	0.008767360808175705	0.301649372538438	0.012889903322417682	0.007047946413240034	0.009430288226357974	0.4227562156820508	0.01394135261753754	0.009285092604313467	0.8811248003375586
Mixture18	7.469761353046194e-29	0.00031633498181812836	2.838090730475873e-22	5.016306106417064e-31	3.057428457219128e-16	1.444019423356641e-22	1.4661478354785398e-05	1.255910899333621e-28	0.8759288492969596	0.0020233944242024487	5.006660130693952e-19	4.45400522926546e-22	7.680025057630836e-23	2.5510381636634357e-26	1.2458460904823264e-11	3.908049335110955e-21	1.8484485246798575e-20	4.640181989406846e-25	2.831255204367694e-23	5.119975508721363e-24	3.5013946694419144e-25	3.1443861705005484e-26	1.9297118616034526e-25	3.715691501708166e-19	5.5968866103273595e-22	1.0857485618965994e-17	5.34989988312413e-25	2.0198512270951452e-22	2.2452677277265164e-20	4.1059034502510874e-21	2.9715726269168584e-23	1.1271233738207103e-05	3.279579974012229e-22	8.000080318224071e-26	0.00020645040340073456	0.00350505892390338	0.0034383849623610585	0.0007939989148727012	0.0011550487331691657	0.00150864143544215	0.004208449902090349	0.010837599686629916	0.9145841853477402	0.010251977322647566	0.0022015473281010106	0.0009195858947193033	0.0013456588134407906	0.00017659738892216746	0.004918085297833389	0.0009971459637828312	0.0039599973710977305	0.0015944451784851955	0.001875174611488477	0.0047414371997320124	0.00031858129331652327	0.0011131713464924916	0.0013863057882406605	0.004879833887410768	0.0020626466060710146	0.0017673000822514627	0.00014103628458342972	0.0008237702920113525	0.0020771512973672707	0.002525025241208233	0.0017386175710061567	0.004469351421682406	0.0023226894750981056	2.307953449516553e-13	0.0020485065026487727	0.007574598587638144	0.017659842681367294	0.0030924287512889424	0.003689624399642202	0.005520104660518742	0.006834740486821763	0.011225152703230303	0.9517549086936268	0.022656452072790538	0.007029976986789562	0.0034759527136119894	0.004544956538873052	0.002130286663348577	0.010560091106984216	0.003992333389864908	0.00983653058186821	0.007399986008197877	0.010007380932554847	0.019100551276541932	0.003054759486520778	0.005169305844029502	0.007827324871546365	0.013860779623660094	0.007126980323169068	0.005528745933587904	0.0019286698559864346	0.003983610977424964	0.005347727912269779	0.0070330891818235815	0.011066767613612118	0.01116694387590753	0.006887246440619246	7.567635202878995e-13
Mixture19	6.606413233517187e-32	0.0025496114844449865	2.4338883032434965e-20	1.6958122242543728e-22	0.000985081288353769	3.49668882762439e-15	0.00013512787884892595	2.6330639416331927e-22	3.2078233133781512e-27	3.5047469205490524e-23	9.2773801675801e-19	3.286622486624937e-22	1.6931221968523113e-25	0.03905199189419397	0.0008068139883922281	8.372641604690298e-15	1.1432041250974136e-15	6.953785482827138e-27	1.2326850210645225e-23	5.561633302132559e-22	8.954689295378679e-25	1.4845062218673333e-30	1.0352522723100682e-25	3.241757076695447e-24	2.4489717437079987e-22	0.00011612576702011596	1.097559123044636e-28	0.0009498759087975471	7.557542423889385e-25	6.174661813979381e-19	4.601280579995368e-25	0.001615805664546692	2.9906253625177366e-12	2.9686408511143854e-25	0.0009429040463472982	0.009309206203235429	0.008439067657599525	0.002298200411073348	0.0036932112783324704	0.005978846485845822	0.0046371517117649195	0.0051604483334231465	0.0011798285585711782	0.003936393289836366	0.004305893341900322	0.002128639555064218	0.0026000863633721637	0.785134355476874	0.014138361911833437	0.00253422517649707	0.007438223378413541	0.00045808117135826573	0.002236192400027562	0.007957977305791402	0.0008556756986051116	0.0004934257917511387	0.0014328976288573267	0.0014648613879476061	0.0022272393375358294	0.0028534989532996253	0.0010646538388274871	0.0059629196542382	0.0006247686521950524	0.003851283154537731	0.0014732435503852124	0.01358883143713462	0.0842103784796431	0.0016958170995479572	0.0032911445988851196	0.01766618157979032	0.020586729432643842	0.0072053466693911	0.008579714399628994	0.01315967345742609	0.009082536908392343	0.015427973395312712	0.006469084096210572	0.007873463291005729	0.012883692648606998	0.008090737641100866	0.0067586269617659405	0.9008329346785529	0.016016374085813512	0.006909286118054645	0.04604013591446398	0.004799123445647448	0.008431691732341217	0.03932313914942555	0.004381175866277799	0.002245253431873224	0.005533267315206897	0.008753505085503245	0.007360415564697766	0.00717245034573123	0.005189104394587684	0.019181004254279904	0.003907273536235307	0.009422821318108324	0.005395550335518548	0.04079590323972389	0.8187268073339521	0.019650955229821583
Mixture20	8.964152809473883e-26	1.1948577878211498e-05	7.299882354948348e-21	1.345623874198337e-14	0.0009862085847264633	2.9947400945574213e-23	0.00034340299549709934	2.0775594764136138e-24	1.438936341601355e-27	2.579813702893179e-25	0.0014267152707950089	1.2872171589120728e-23	0.8248401554897468	2.0123282859886507e-26	3.110024652808285e-20	8.30364108116292e-20	3.2422728748470765e-22	5.1259544224662906e-24	9.349807450637917e-23	5.4435223884688345e-24	1.9390937630437258e-22	1.0627647745807232e-27	2.4807753376799542e-29	7.63825893439998e-27	1.6391926869048311e-25	6.7755361203322536e-21	4.0044201585508305e-28	1.0504715165751821e-20	2.390442404725727e-21	1.8987706282931318e-26	1.8516196169791752e-24	2.255099665772158e-13	3.784260959564787e-24	7.079338904433621e-26	0.0006646752476883568	0.005027865971933738	0.00511652992629534	0.0033260288302363905	0.003778276490027353	0.00398960548006519	0.003995116830977023	0.002757016159716236	0.0030091939796868983	0.0026108303340509516	0.005951559926767098	0.0023861833984303716	0.8945074898534534	0.01205465837053942	0.005007029447892425	0.0017772316939419744	0.004371739391046894	0.0021138771709682523	0.003142825240832521	0.0009545600367110872	0.0005001288269006606	0.0002947050899131188	0.00031547587191648385	0.0010022523525580597	0.0017597240673886032	0.002919550919124526	0.00036190134284764326	0.004557710135693916	0.002084098432349531	0.001633897387344694	0.0006990023227259037	0.01107154043937984	0.0024794425405430167	2.5692902580627214e-14	0.002801864165149235	0.010823163990466891	0.021066261508268274	0.007986716947161283	0.007568046670057399	0.01118137770787465	0.008340006213271928	0.01140132821609819	0.0123083737971414	0.007794538801690548	0.011167011065533252	0.0070134836386800264	0.9378826154583368	0.09094648029338893	0.01269482679264912	0.0054274054289107955	0.015570037970105784	0.007290720537171773	0.011110915951867016	0.005968626291411139	0.0027922421748930288	0.0018687919719437038	0.002295447396494767	0.005667755484873548	0.005790702550607588	0.010516969069817536	0.0026100198357087104	0.013361932159965968	0.006118447524361484	0.0038516353439220752	0.005506767477033287	0.04818184041357253	0.008280835195120038	4.435052659166749e-14
Mixture21	5.923944471108627e-31	0.003316184218536418	0.005266956489204559	7.4797440733497065e-25	1.3486229850939195e-09	4.055170594699863e-18	0.0022767372878715083	2.9617262076789985e-31	8.308993705879349e-30	0.0007456269961432833	1.72599523662667e-24	2.0647133305495465e-19	0.0011106490090914166	6.465994581291983e-31	0.0029767375580256024	0.0012839206398105277	0.0006613124093797541	8.949024024608117e-27	0.00043400208304046644	3.458259430095002e-21	7.060496914410112e-29	7.357962631060889e-28	5.421739509203563e-24	4.431082478452778e-24	0.0026134522955084767	3.1528367948781677e-19	2.374908076396586e-23	2.7871764914331138e-25	4.942452686075571e-26	0.0016411956096708657	0.0027952663064425534	0.0018832690932252916	2.7669716233611406e-17	0.20752589088113277	0.0010651216554740058	0.006406833314772862	0.01746615780579862	0.0018539524521412418	0.001504303004809533	0.003909217766708925	0.0059030848512114775	0.0019832577642134143	0.001152267343307234	0.004321967608277035	0.00253728161273131	0.0026550192916235216	0.004522600786498318	0.0018879094805793976	0.0158206474227003	0.021715696799863505	0.013699367125407242	0.014136330959451668	0.01903179792575269	0.018605546092914628	0.01987559745083859	0.0017122825044224009	0.001645239592510671	0.0033985317514664114	0.006571665135925147	0.002833413978287749	0.005774250545005062	0.001724821484711131	0.0014633451307180761	0.00431534408569326	0.07268112263897293	0.0074024198605576914	0.004007506234507916	0.7049117955373364	0.0031863930691074646	0.010017312155482846	0.016265744518254188	0.005853982326852146	0.002888188378701561	0.00896024013320629	0.010144207699136761	0.007614718776927416	0.005604643003990423	0.009928152589743097	0.007166236304118402	0.008097375616540984	0.011043273166370856	0.007175750668963249	0.01506394430116473	0.2629902685682254	0.011726319931571976	0.12441329684689892	0.26540672533820336	0.0533389463361917	0.4302222305302306	0.005783485275921765	0.005333739562192873	0.010209854697622629	0.013108775619912904	0.0071207548123907016	0.004996010636294614	0.006252975494582347	0.0030069003934505524	0.007133751506364781	0.44932851402870133	0.016764063232460928	0.008954875369440337	0.8958741446183687
Mixture22	2.5483880961062507e-23	0.002054163731409528	7.453020719130056e-19	6.71081311317898e-13	0.0012827720401955998	7.799108896599063e-17	0.0006711945029377897	1.6526283099871024e-20	8.902237993839083e-25	6.555214097789221e-05	0.0012535944784246014	4.5250994728374685e-18	3.702280283851668e-24	0.029545639837033132	0.0019434031879748516	3.372569835941716e-11	4.347716410368627e-19	3.566545190605217e-25	1.034607876395897e-21	6.820161871641281e-25	1.3985718326263308e-24	1.4288391213880655e-22	8.087343131884802e-27	1.5736335325389628e-19	4.8102697380927045e-17	0.0004326406401449989	8.689168144330359e-25	0.001916899330471344	1.301158722393272e-17	6.2221512022363715e-06	1.4541541259641736e-25	0.0015947956252691188	1.138976034889408e-22	1.3540215407503552e-25	0.0011869040228004286	0.007342519482091598	0.007333195126303576	0.0039322104413317925	0.0037148189599605923	0.0038901406237671216	0.004604458402455005	0.005393258942375262	0.002896078450227677	0.004671479864496238	0.005493975743714812	0.003996698865651594	0.0016568193790382517	0.8249053882787929	0.007194279298087749	0.003701732863997426	0.006733343462066201	0.003278828079113813	0.005169384640418769	0.004704595696405163	0.001138788229407903	0.00099987317417686	0.002804451649320101	0.0036596335670263922	0.004638361528986292	0.0035878520516185934	0.0009327344395627701	0.006721959978198695	0.0027580186590567394	0.003528275705137967	0.0006600551443079223	0.007354902984463343	0.042450947743834934	0.003249215561844967	0.003790368779694684	0.01757736570175071	0.011516848766359679	0.007525045733642731	0.007217167190185841	0.010967091461939915	0.009418770547199478	0.011749685092297913	0.01197076044947598	0.010611988946028186	0.01152704700625533	0.011324013348741857	0.006009383021668566	0.8990082194020239	0.016365563197070228	0.009707320315719251	0.0286761016022202	0.009891964610881774	0.014618219530704584	0.0262021858299848	0.0052141027572977	0.0031265290875502416	0.035017041596592045	0.007911468734186496	0.012018421502713754	0.006772047527184382	0.005551933231068027	0.012799952987601958	0.0068464501825582615	0.006991484440391017	0.0032266039112551783	0.017648961091827835	0.8264132220858957	0.029299648507341472
