	summarized	lineages	abundances	resid	coverage
Mixture01	[('Omicron', 0.627), ('Other', 0.184), ('Iota', 0.055), ('Alpha', 0.036), ('Delta', 0.032), ('Gamma', 0.03), ('Epsilon', 0.012), ('Eta', 0.011), ('Kappa', 0.01), ('Beta', 0.005)]	BA.4 B BA.2 BA.1 B.1.526 BA.4.6 BA.2.75 BA.3 B.1.1.7 BF.7 B.1.617.2 BA.2.12 P.1 BA.5 BQ.1 B.1.427 B.1.525 B.1.617.1 B.1.351 BQ.1.1 Other	0.21 0.184 0.141 0.056 0.055 0.04 0.037 0.036 0.036 0.034 0.032 0.031 0.03 0.026 0.013 0.012 0.011 0.01 0.005 0.003 0		
Mixture02	[('Other', 0.425), ('Iota', 0.157), ('Alpha', 0.119), ('Omicron', 0.11500000000000003), ('Delta', 0.1), ('Gamma', 0.022), ('Eta', 0.02), ('Kappa', 0.02), ('Epsilon', 0.014), ('Beta', 0.008)]	B B.1.526 B.1.1.7 B.1.617.2 BA.1 P.1 B.1.525 B.1.617.1 B.1.427 BA.2.75 B.1.351 BQ.1 BA.4.6 BA.2.12 BF.7 BA.3 BA.5 BA.4 BA.2 BQ.1.1 Other	0.425 0.157 0.119 0.1 0.068 0.022 0.02 0.02 0.014 0.011 0.008 0.007 0.006 0.005 0.005 0.004 0.004 0.003 0.001 0.001 0.0		
Mixture03	[('Omicron', 0.9700000000000001), ('Alpha', 0.006), ('Epsilon', 0.005), ('Delta', 0.005), ('Eta', 0.004), ('Kappa', 0.003), ('Iota', 0.003), ('Gamma', 0.002), ('Beta', 0.001), ('Other', 0.001)]	BA.4 BA.2 BA.5 BF.7 BA.4.6 BA.2.12 BQ.1 BA.3 BA.2.75 BA.1 B.1.1.7 B.1.427 B.1.617.2 B.1.525 BQ.1.1 B.1.617.1 B.1.526 P.1 B.1.351 B Other	0.344 0.319 0.077 0.059 0.052 0.042 0.025 0.022 0.016 0.011 0.006 0.005 0.005 0.004 0.003 0.003 0.003 0.002 0.001 0.001 0.0		
Mixture04	[('Omicron', 0.511), ('Other', 0.196), ('Iota', 0.12), ('Gamma', 0.097), ('Alpha', 0.032), ('Epsilon', 0.013), ('Eta', 0.012), ('Beta', 0.007), ('Delta', 0.007), ('Kappa', 0.005)]	BA.2 B BA.1 B.1.526 P.1 BA.3 B.1.1.7 BA.4 BA.2.75 BA.4.6 B.1.427 B.1.525 BQ.1 BF.7 BA.2.12 BA.5 B.1.351 B.1.617.2 B.1.617.1 BQ.1.1 Other	0.207 0.196 0.148 0.12 0.097 0.039 0.032 0.028 0.024 0.016 0.013 0.012 0.012 0.012 0.012 0.011 0.007 0.007 0.005 0.002 0.0		
Mixture05	[('Omicron', 0.521), ('Other', 0.418), ('Epsilon', 0.012), ('Eta', 0.01), ('Iota', 0.009), ('Delta', 0.008), ('Alpha', 0.008), ('Kappa', 0.006), ('Gamma', 0.004), ('Beta', 0.004)]	B BA.4 BA.2 BF.7 BA.5 BA.3 BA.2.75 BA.2.12 BA.4.6 BA.1 BQ.1 B.1.427 B.1.525 B.1.526 B.1.617.2 B.1.1.7 B.1.617.1 P.1 B.1.351 BQ.1.1 Other	0.416 0.256 0.04 0.039 0.036 0.032 0.03 0.027 0.027 0.017 0.015 0.012 0.01 0.009 0.008 0.008 0.006 0.004 0.004 0.002 0.002		
Mixture06	[('Omicron', 0.6240000000000001), ('Delta', 0.132), ('Iota', 0.091), ('Alpha', 0.045), ('Gamma', 0.028), ('Other', 0.024), ('Kappa', 0.023), ('Eta', 0.015), ('Epsilon', 0.014), ('Beta', 0.006)]	BA.2 BA.1 B.1.617.2 B.1.526 BA.2.75 B.1.1.7 BA.3 BA.2.12 BA.4 P.1 B B.1.617.1 BA.4.6 B.1.525 B.1.427 BF.7 BQ.1 BA.5 B.1.351 BQ.1.1 Other	0.236 0.166 0.132 0.091 0.046 0.045 0.045 0.04 0.032 0.028 0.024 0.023 0.021 0.015 0.014 0.013 0.012 0.011 0.006 0.002 0		
Mixture07	[('Omicron', 0.5690000000000001), ('Iota', 0.18), ('Alpha', 0.102), ('Gamma', 0.074), ('Other', 0.026), ('Epsilon', 0.014), ('Eta', 0.012), ('Delta', 0.009), ('Beta', 0.008), ('Kappa', 0.006)]	BA.4 B.1.526 B.1.1.7 P.1 BA.2 BA.3 BF.7 BA.4.6 BA.2.75 BA.2.12 BA.5 B BA.1 B.1.427 B.1.525 BQ.1 B.1.617.2 B.1.351 B.1.617.1 BQ.1.1 Other	0.264 0.18 0.102 0.074 0.07 0.045 0.041 0.03 0.03 0.029 0.026 0.026 0.019 0.014 0.012 0.012 0.009 0.008 0.006 0.003 0.0		
Mixture08	[('Omicron', 0.9590000000000002), ('Epsilon', 0.008), ('Alpha', 0.007), ('Eta', 0.006), ('Delta', 0.005), ('Iota', 0.005), ('Kappa', 0.004), ('Gamma', 0.002), ('Beta', 0.002), ('Other', 0.002)]	BA.2 BA.4 BA.1 BA.5 BF.7 BA.4.6 BA.3 BA.2.75 BA.2.12 BQ.1 B.1.427 B.1.1.7 B.1.525 B.1.617.2 B.1.526 BQ.1.1 B.1.617.1 P.1 B.1.351 B Other	0.284 0.246 0.157 0.073 0.041 0.035 0.033 0.032 0.028 0.026 0.008 0.007 0.006 0.005 0.005 0.004 0.004 0.002 0.002 0.002 0.0		
Mixture09	[('Other', 0.895), ('Omicron', 0.04200000000000001), ('Eta', 0.014), ('Iota', 0.012), ('Epsilon', 0.012), ('Delta', 0.007), ('Beta', 0.005), ('Kappa', 0.005), ('Alpha', 0.005), ('Gamma', 0.003)]	B B.1.525 B.1.526 B.1.427 BA.1 B.1.617.2 BQ.1 B.1.351 B.1.617.1 B.1.1.7 BF.7 BA.5 BA.2.12 BA.4.6 P.1 BA.3 BA.2.75 BA.4 BA.2 BQ.1.1 Other	0.895 0.014 0.012 0.012 0.008 0.007 0.007 0.005 0.005 0.005 0.005 0.004 0.004 0.004 0.003 0.003 0.003 0.002 0.001 0.001 0.0		
Mixture10	[('Omicron', 0.9610000000000001), ('Epsilon', 0.008), ('Alpha', 0.006), ('Eta', 0.005), ('Delta', 0.005), ('Iota', 0.005), ('Kappa', 0.004), ('Other', 0.003), ('Gamma', 0.002), ('Beta', 0.001)]	BA.2 BA.1 BA.4 BA.3 BA.4.6 BF.7 BQ.1 BA.2.12 BA.5 BA.2.75 B.1.427 B.1.1.7 B.1.525 B.1.617.2 B.1.526 B.1.617.1 B P.1 BQ.1.1 B.1.351 Other	0.565 0.217 0.049 0.042 0.026 0.016 0.013 0.012 0.01 0.009 0.008 0.006 0.005 0.005 0.005 0.004 0.002 0.002 0.002 0.001 0.001		
